,Description,Platform,Price,Product
2488,"Protect against viruses, spyware, trojans and malware continuously.",Windows,Free to try,Norman antivirus and antispyware (64-bit)
2489,Protect your personal files and data from theft.,Windows,Free,Smart PC Locker Pro Portable
2490,Allow you to backup your passwords.,Windows,Free,LastPass Pocket 64-bit
2491,Scan content of your e-mails.,Windows,Free to try,MailScan for Lotus Notes
2492,Protect your Linux PC from virus and remove infected viruses.,Linux,Free,F-Prot Antivirus for Linux Workstation
2493,This app provides quicks access to reviews and head to head comparisons of free and paid antivirus software compatible with Windows 10.,Windows,Free,Free Antivirus Hub for Windows 10
2494,Track all your online passwords for any account you may have.,Windows,Free to try,Gatekeeper
2495,Recover encrypted files through dictionary base.,Windows,Free,File2File Cryptomathic
2496,Block unwanted USB-devices easily.,Windows,Free,Nomesoft USB Guard
2497,Eliminate Internet advertisements before they annoy you.,Windows,Free to try,AdsAway
2498,Protect PC against viruses from infected removable drives.,Windows,Free,Shiela USB Shield
2499,Keep sign-on information for all the sites and systems you use in a single password-protected file.,Windows,Free to try,LogonAssist
2500,Reset windows admin and user password.,Windows,Free to try,Windows Password Killer Professional
2501,Clear sensitive information with a single click.,Mac,Free,Black Hole
2502,Limit your child's use of your computer.,Windows,Free,MSNBuster
2503,Monitors status of Apple File Sharing AFP and Remote Login SSH.,Mac,Free,Who Is Connected
2504,Safeguard your passwords & data,Windows,$10.00,PasswordAttendant
2505,"Trend Micro Anti-Ransomware is effective in removing ""Lock Screen"" forms of ransomware.
",Windows,Free,Trend Micro Anti-Ransomware Tool
2506,Control and monitor computer usage.,Windows,Free to try,XPcop
2507,Watch the activities of your monitor and input hardware.,Windows,Free,PC Screen Watcher
2508,Protect your PC from security and privacy threats. ,Windows,$19.99,Norton AntiVirus Basic
2509,Store and protect your username and passwords using a password key in encrypted image form.,Windows,Free to try,Smart Password Store
2510,Protect your computer from unknown threats.,Windows,Free to try,Jiangmin Antivirus Software KV2008
2511,Prevent hackers and governments from secretly watching you via your webcam.,Windows,Free,Webcam Protector
2512,Secure your documents and private information.,Windows,Free to try,LockEnd
2513,"Hide IP address, encrypt WIFI internet, access TV overseas.",Windows,Free to try,Hotspot Tunnel
2514,Protect your computer from intrusion and Malware. ,Windows,Free to try,DefenseWall Personal Firewall
2515,"Find, manage, or remove P2P programs from your PC.",Windows,Free to try,P2PCleaner
2516,"Store, organize, and access your important information online.",Webware,Free,PassPack
2517,"Keep your ad-blocker active, when you visit a Web site and it asks you to disable.",Windows,Free,Anti-Adblock Killer
2518,"Protect your system from online transactions, security threats, and identity theft.",Windows,Free to try,K7 SecureWeb
2519,Secure your privacy and erase common Internet or computing tracks.,Windows,Free,Glary Tracks Eraser
2520,Protect applications with password for your Android device.,Android,Free,Perfect Applock Free
2521,Instantly lock all top search engines and other key services to their highest level of safe search.,Windows,Free to try,SafeSearchLock
2522,"Encrypt, secure, and recover private data.",Windows,Free to try,Aes-Up
2523,Protect string references in Visual Basic 6.0 sources.,Windows,Free to try,VB AntiCrack
2524,Track your stolen laptop.,Windows,Free,TML
2525,Browse anonymously and secure your information while online.,Android,Free to try,HMA VPN
2526,Encrypt and send secret messages.,Windows,Free,TheLetterEncrypter
2527,"Monitor conversations, documents, visited Web sites, and viewed images.",Windows,Free to try,iMonitor
2528,Block unwanted inbound Internet applications and protect your system against malware.,Windows,Free to try,SpyShelter Firewall
2529,Turn down the volume automatically until the advert in Spotify is over. ,Windows,Free,Blockify
2530,Browse Web sites anonymously.,Windows,Free to try,Netgate
2531,Protect and hide private data using a private folder program.,Windows,Free,Private Folders Lite
2532,Lock secure-area automatically every time you remove USB flash drive.,Windows,Free to try,USB AutoLock
2533,Get an Anti-virus for your Android device.,Android,$75.00,Dr.Web 9 Anti Virus Life Lic
2534,Remove PDF passwords and restrictions.,Windows,Free to try,Ahead PDF Password Remover
2535,"Encrypt texts, generate passwords for your files and secure them.",Mac,$3.99,Cryptix
2536,Detect dangerous spyware apps on your Android mobile device.,Android,Free,CellGuard Free
2537,"Perform surveillance of local, network folders or hard drives.",Windows,Free,Simple Watcher
2538,secure password manager protects your sensitive data with encryption,Windows,$19.95,SplashID Password Manager (Desktop Only)
2539,Protect your computer with antimalware solution with realtime monitoring and automatic update.,Windows,Free,Corbitek Antimalware
2540,Monitor and analyze HTTP requests between your browser and Web sites.,Windows,Free to try,ActMask HTTP Sniffer CE
2541,Clean up temporary files and optimize your system.,Windows,Free,LightSpeed PC
2542,"Protect your personal and business data from spyware, snooping agents, and intellectual property theft.",Windows,Free to try,SecurDataStor Professional
2543,Protect your computer against DDoS attacks.,Windows,Free,FortGuard Firewall
2544,Use your mobile phone as a 2-factor authentication device.,Windows,Free,SMS Token
2545,Receive a call on your cell phone when an alarm is triggered.,Windows,Free to try,PCEye
2546,Perform thorough analysis of your network protocol.,Linux,Free,WireShark for Linux beta
2547,Filter incoming content into your network.,Windows,Free to try,SafeSquid Business Edition 
2548,Store your passwords safely.,Windows,Free,Guardian Password Manager
2549,"View, record, and playback from multiple video and audio capture sources simultaneously.",Windows,Free to try,Dvss Server
2550,"Encrypt and digitally sign your files, e-mails, and clipboard.",Windows,Free to try,FileCrypt Desktop Pro
2551,Keep your files safe and secure.,Windows,Free to try,Smash
2552,"Store your passwords, secrets, and secret details about your mistresses from your Android device.",Android,Free,Secret Box
2553,App Lock is a must have personal security application to secure your privacy.,Windows,Free,App Lock APK for Windows 10
2554,Make sure your kids are safe while you are away.,Windows,Free,The Sitter
2555,Erase files to prevent their recovery in future.,Windows,Free to try,4Neurons Eraser
2556,Protect your programs from hackers.,Windows,Free to try,Arovax TraySafe Password Manager Personal
2557,Recover lost FTP passwords and logins.,Windows,Free to try,FTP Password Recovery Master
2558,"disk sanitizer, removes all files from a disk",Mac,$29.99,SuperScrubber
2559,Protect your files and e-mails with passwords.,Windows,Free to try,QuickCrypto
2560,Client for the VPNTraffic international VPN provider.,Mac,Free,VPNTraffic Dialer
2561,Create HTML reports and store them.,Windows,Free to try,Forensic Scan
2562,Block attempts to access your PC roughly every .002 seconds for safety.,Windows,Free to try,Bot Revolt
2563,Drag & drop file and folder encryption.,Mac,Free to try,Crypt3
2564,Manage your passwords.,Mac,Free to try,Password Repository
2565,Block access to malicious Web sites and fix domain misspellings.,Windows,Free,ScrubIT
2566,Encrypt files with AES-256 on any removable media.,Windows,Free to try,USB Flash Drive AES-256 Encrypter
2567,Securely delete files and data.,Windows,Free,EraserDrop Portable
2568,Identify risks and monitor risk mitigation.,Windows,Free to try,iQSM - Total Risk Management
2569,Get rid of spyware and protect your PC from potential threats.,Windows,Free,HK Anti-Spyware
2570,"Keep your network safe from malware, departed staff, or attack by remotely disabling a host's NIC's.",Windows,Free to try,NIC Padlock
2571,Tunnel network applications through the Tor network without reconfiguration.,Windows,Free,Torifier (32-bit)
2572,Store and add e-mail accounts to various companies.,Windows,Free,Password Keeper
2573,Recover lost wireless passwords from your Windows PC.,Windows,Free,SterJo Wireless Passwords
2574,Securely and quickly hide files/folders in local and removable drives,Windows,Free to try,Wise Folder Hider Pro
2575,Protect executable files from illegal copying and hacking.,Windows,Free to try,The Enigma Protector
2576,Recover lost or forgotten passwords for ACT contact management files.,Windows,Free to try,ACT Password Recovery
2577,Redirect your traffic through a secure proxy when you're on an unsecure network.,Mac,Free,Sidestep
2578,Encrypt files using lightning fast Aes cipher.,Windows,Free,Aes Crypter Lite 2011
2579,Monitor and record employee user activity.,Windows,Free to try,TeamLogger
2580,"Compress, encrypt, and monitor your application.",Windows,Free to try,Hide&Protect
2581,Encrypt sensitive email to anyone.,Windows,Free to try,Voltage SecureMail Cloud
2582,"Create a database of your usernames, passwords, URLs, serials, and registrations.",Windows,Free to try,AKeeper
2583,"Generate passwords, store encrypted data, and sync to MAC, PC, iPhone, iPod and Android devices.",Windows,Free,Moxier Wallet
2584,Identify illicit computer use.,Windows,Free to try,Red Light | Green Light
2585,Record user details and display Web site details.,Windows,Free,SafeKey
2586,"Lock, hide, and encrypt files and folders.",Windows,Free to try,Idoo File Encryption Pro
2587,Monitor various system resources for your Linux system.,Linux,Free,Watsup for Linux
2588,Customize privacy options in Windows 10.,Windows,Free,SODAT Privacy Protection Tool
2589,Recover forgotten password to unlock password protected Excel file.,Windows,Free,Cocosenor Excel Password Tuner
2590,Create hidden folder for your personal files.,Windows,Free to try,My Personal Hidden Folder
2591,Update your Microsoft Excel 2002.,Windows,Free,"Excel 2002 Update: October 16, 2002"
2592,Manage all of your passwords easily with the secure password manager and form filler.,Mac,Free,Sticky Password
2593,Repair security vulnerabilities affecting IIS 5.1 on Windows XP.,Windows,Free,Windows XP Security Patch: Internet Information Services Security Roll-up Package
2594,"Anonymous browsing, secure encrypted channel, Offshore IP address.",Mac,Free,Faceless Internet Connection
2595,Administrate PC usage remotely in local network.,Windows,Free to try,Time Boss Pro
2596,Use your Windows applications with reduced rights.,Windows,Free,StripMyRights
2597,Unblock Web sites and secure your traffic.,Windows,Free,IP Unblock Free VPN
2598,"Reclaim your online security, privacy, and anonymity.",Android,Free to try,BolehVPN
2599,Video surveillance with 30 days of cloud storage and easy remote access from iPhone/Mac.,Mac,$10.00,IP Camera Cloud
2600,"Get a free anti-virus scanner for removing viruses, trojans, worms, spyware.",Windows,Free,Zillya Scanner
2601,Surf the Web via encrypted VPN on your iOS device.,iOS,Free,Kovurt VPN
2602,Eliminate traces of your computing and Internet activity.,Windows,Free to try,Clear Files
2603,Generate and compare MD5 checksums.,Windows,Free,SecureMD5
2604,Protect your private data with cryptographic algorithms.,Windows,Free,Kryptelite
2605,Provide digitally signed x64 version of the device driver for hard disk encryption software FreeOTFE.,Windows,Free to try,FreeOTFE x64 Signed driver
2606,Clear history of your PC usage and Web browsing.,Windows,Free to try,Real Clear History
2607,Eliminate annoying pop-up ads to make your Internet browsing faster.,Windows,Free to try,Popup Silencer II
2608,Delete the unwanted files and folders securely from your system.,Windows,Free to try,Abylon Shredder
2609,paper shredder for computer files,Mac,$25.00,Secure Delete
2610,Protect enterprise networks from unauthorized access.,Windows,Free to try,Office Keeper
2611,Display alerts for your computer if software is being slowed by spyware.,Windows,Free,Registry Alert
2612,Identify insecure Web sites and move them to the restricted zone for Microsoft Internet Explorer.,Windows,Free to try,Security Zone Manager
2613,Protect data on your PC using a variety of encryption algorithms.,Windows,Free,Hash Codes
2614,"Lock down your Windows computer for kiosk setup, trade show terminal, library, school.",Windows,Free to try,Secure Lockdown Standard Edition
2615,Recover and unlock RAR passwords.,Windows,Free to try,Free Rar Password Recovery
2616,Protect folders against unwanted access.,Windows,Free to try,Password Protect
2617,"Encrypt single files, clipboard content, and create virtual encrypted drives.",Windows,Free to try,Trivia Standard
2618,Monitor and check your Web site for vulnerabilities.,Windows,Free to try,Falcove
2619,Find and install the best free computer protection and optimization products.,Windows,Free,PC Safety Suite
2620,Control kids PC time and specify when and how long the PC can be used.,Windows,Free to try,User Time Control
2621,Monitor the software usage and Web usage of your computer.,Windows,Free,Suzerein KPIMatrix Agent (64-bit)
2622,"Secure e-mail accounts, documents, and HIPAA compliant e-mails.",Windows,Free,PrivateMail for Hotmail
2623,"Protect your computer from virus, Spyware and other Malware.",Windows,Free to try,TrustPort Antivirus 2012
2624,Detect IDS and prevent IPS to protect networks from unauthorized network connections.,Windows,Free to try,Security Center Pro
2625,"Get protected from hackers and snoopers on public wifi connections, secure your sensitive data.",iOS,Free,VPN Patron
2626,"Beat viruses, worms, trojans, and all the other malware easily.",Windows,Free,Brain Antivirus
2627,Check the integrity and track changes within important files.,Windows,Free to try,FastSum Standard Edition
2628,Monitor your home and your check on your loved ones from any smartphone or computer.,Windows,Free to try,Mobiscope
2629,"Retrieve passwords instantly from browsers, messengers, e-mail clients, dialers.",Windows,Free,Best Pass Recovery
2630,Shred files and folders you deleted to remove their trace from your logical drive.,Windows,Free to try,Disk Doctors File Shredder
2631,Monitor ATA/ATAPI devices,Windows,$25.00,Adenix S.M.A.R.T. Explorer
2632,"Scan your e-mails for viruses, spyware and other malicious attacks.",Windows,Purchase,Symantec Mail Security for Microsoft Exchange
2633,"Provide a safe Internet browser for your family for iPhone, iPod Touch, and iPad.",iOS,Free,K9 Web Protection Browser
2634,"Reset lost or forgotten Windows domain, Windows administrator password, and user/guest password.",Windows,Free to try,Windows Password Reset Enterprise
2635,Detect and remove spyware on your PC.,Windows,Free to try,Spy Remover
2636,Record and save all Internet activity on your home or office network without detection.,Windows,Free to try,Spylab WebSpy
2637,Clean up your computer to a secure state.,Windows,Free to try,Secure Clean PC
2638,Protect your PC by filtering unwanted intruders.,Windows,Free to try,Xvirus Personal Firewall
2639,Encrypt files and set times for their decryption.,Windows,Free to try,Cryptime
2640,Virus protection for Lotus Domino.,Windows,Free to try,Protea AntiVirus Tools (VirusBuster version)
2641,Protect your system against threats coming via USB drives.,Windows,Free,USB Disk Protector
2642,Bring your passwords to order with a tree structure and a strong encryption mechanism.,Windows,Free to try,AnyPassword Pro
2643,Recover all your lost or forgotten Facebook passwords from top 30+ browsers.,Windows,Free to try,XenArmor Facebook Password Recovery Pro
2644,Remove passwords from PDF and gain access to your important data.,Mac,Free to try,Cisdem PDFPasswordRemover
2645,Control access to your PC.,Windows,Free,PC Access Guard
2646,Get an advanced all-in-one Internet security suite.,Mac,Free to try,MacAudit
2647,Heal the infected USB drives.,Windows,Free,HealMyDrive
2648,Monitor and protect your PC from hijacks and spyware.,Windows,Free to try,JAAScois PC Monitor
2649,"Protect your PC comprehensively against viruses, spyware, phishing, and identity-theft attacks.",Windows,Free,Bitdefender Total Security Beta
2650,"Protect your desktops, tablets, and smartphones from any kind of online threat.",Windows,Free to try,Trend Micro Premium Security
2651,"Protect against viruses, spyware, trojans and malware continuously.",Windows,Free to try,Norman Security Suite (32-bit)
2652,Keep track of all your passwords and store them securely in a list.,Windows,Free to try,PassPic
2653,"inject software protection into 32-bit EXE, OCX, DLL",Windows,$299.00,Softlocx SME
2654,Monitor activity on open ports on your system and identify backdoor security threats.,Windows,Free to try,CallerIP
2655,Intercept unauthorized access to your applications by one password.,Mac,Free to try,AppDefender
2656,Protect vital information on your PC and comply with Privacy Laws and HIPAA.,Windows,Free,Privacy Law and HIPAA Compliance Folder Hider
2657,Encrypt and decrypt your files with multiple features.,Windows,Free to try,Mobius
2658,"Track your phone or laptop at all times, helps find it if it ever gets lost.",Mac,Free,Prey
2659,Encrypt/decrypt your sensitive data using RSA algorithm in an improved way.,Windows,Free to try,Solid RSA Encryption
2660,Get your privacy back from spies and thieves.,Mac,Free to try,Avast SecureLine VPN
2661,Secure high-speed firewall,Windows,Purchase,Symantec Enterprise Firewall
2662,Send and receive encrypted e-mail.,Windows,Free,Sendinc Email Encryption for Outlook
2663,"Use PingFederate to enable standards-based, Web single sign-on, and attribute exchange across domains.",Windows,Free to try,PingFederate
2664,Keep strangers and suspicious applications out of your Mac.,Mac,Free to try,Intego NetBarrier X9
2665,comprehensive way to secure your Mac,Mac,$79.00,DoorStop X Security Suite
2666,"Delete files, activity traces, browsing history securely.",Windows,Free to try,AceErase
2667,Keep intruders out of your protected files and folders.,Windows,Free to try,Forever Safe
2668,Crack encryption keys on 802on your Linux platform.,Linux,Free,AirSnort for Linux
2669,Manage and secure your private data.,Windows,Free to try,Abylon Keysafe
2670,Secure your personal folders by locking them with passwords.,Windows,Free,DTek Directory Lock
2671,Delete traces of Internet and computer activities permanently.,Windows,Free to try,Online Privacy Pro
2672,Monitor computers and analyze employees activity.,Windows,Free to try,Cyclope Computer Monitoring
2673,Monitor and control every aspect of network computers use.,Windows,Free to try,HomeGuard Pro (32-bit)
2674,Protect your privacy by deleting any sensitive data.,Windows,Free to try,D.o.D-lete
2675,Encrypt and decrypt your files easily.,Windows,Free,File Encryptor-P
2676,Protect and encrypt your files.,Windows,Free to try,File Encrypter
2677,Restrict the time your children spend on the computer and the Internet.,Windows,Free to try,Wii Parental Control
2678,Protect your computer from threats.,Windows,Free,Cloud Antivirus Total Protection 2016
2679,Take control of when and how long the children are on the computer.,Windows,Free to try,Win Nanny
2680,"DU Speed Booster & Cleaner is the only all-in-one speed booster, trash cleaner and antivirus app that optimizes your background apps, memory space and junk (cache) files.",Windows,Free,Du Speed Cleaner Pro for Windows 10
2681,Use proactive antivirus for system integrity with no need for signature updates.,Windows,Free to try,SafenSoft SysWatch Personal
2682,Subscribe to ad blocking lists and enable ad blocking in Opera.,Windows,Free,Opera AdBlock
2683,Recover passwords from Internet apps.,Windows,Free to try,Accent Internet Password Recovery
2684,Control usage of your PC by setting timer lock.,Windows,Free to try,Aquarius Soft PC Lock Up Professional
2685,Recover and disable MDB database passwords.,Windows,Free to try,Access Password Recovery Professional
2686,Recover passwords for Microsoft Office documents.,Windows,Free to try,iSumsoft Office Password Refixer
2687,Reset/recover or login/open passwords in 60+ applications and files.,Windows,Free to try,Password Unlocker Bundle Professional
2688,Reset/recover or login/open passwords in 60+ applications and files.,Windows,Free to try,Password Unlocker Bundle Professional
2689,Hide and encrypt your important files and folders.,Windows,Free to try,Magic Safer
2690,"Lock photos, audio, videos, docs, contacts, wallets, voice memos and notes.",Android,Free,Folder Lock
2691,"Protect your computer from online Threats, Malware and misuse of private data.",Windows,Free to try,TrustPort Total Protection 2011
2692,Record keystrokes on your Mac and get emails with the logs.,Mac,Free,FreeKey Keylogger
2693,Perform thorough analysis of your network protocol.,Windows,Free,Wireshark (64-bit) Development Release
2694,Access blocked sites and protect your identity.,Mac,Free to try,Hide My IP
2695,Protect your personal data.,Windows,Free,Perfect Lock
2696,Protect and store your password information in a vault.,Windows,Free to try,Data Vault
2697,Free computer checks for malware infection and security configuration.,Mac,Free,Metadefender Endpoint
2698,Hide any folder from unauthorized access.,Windows,Free to try,FolderSafe
2699,Protect your computer against all forms of cyber threats.,Windows,Free,9-lab Removal Tool (32-bit)
2700,"Scan your computer for threatening files, and clean your PC.",Windows,Free to try,PCMaid
2701,Encrypt exe files with sensitive data.,Windows,$35.00,FUD Shield Crypter 2017
2702,Avoid technical help desk experts and securely reset Active Directory passwords.,Windows,Free,JiJi Self Service Password Reset
2703,Front-end for using SSH as a SOCKS proxy.,Mac,Free,Secret Socks
2704,Delete files permanently.,Windows,Free to try,Shred Agent
2705,"Create, secure, and auto-fill really strong passwords across your devices.",Android,Free,RememBear: Password Manager
2706,Find and remove unnecessary data on your disk.,Windows,Free,Dustbin
2707,"Store your confidential information super securely such as web logins, credit card data, computer accounts, software licenses, private pictures, documents and a lot more.",Mac,Free to try,Locko
2708,Erase Internet surfing history and protect your privacy.,Windows,Free to try,AntlerTek Internet History Eraser
2709,"Organize your passwords into categories, add notes, and save them to your USB.",Windows,Free,SimplePasswords
2710,Hide your files.,Windows,Free to try,Veil
2711,Protect your PC from viruses and malware.,Windows,Free,TechGenie Antivirus
2712,Protect your privacy as you do the things you love online.,Windows,Free,FigLeaf
2713,Recover lost or forgotten passwords for MS Access databases.,Windows,$12.00,Access Decrypter
2714,Protect and tune up your PC.,Windows,Free,PC New
2715,Anti theft software to recover a Macbook & protect info.,Mac,Free to try,Phoenix
2716,"Securely manage user id, password, serial number, credit card info.",Mac,Free to try,Vault
2717,Recover passwords of Microsoft Word 97-2013 documents.,Windows,Free to try,Daossoft Word Password Rescuer
2718,"Protect, prevent, and recover your system from malware.",Windows,Free to try,The Cleaner 2011 Portable
2719,antivirus defs,Windows,Free,eTrust Antivirus 7.x Definitions for Win 9x/ME
2720,Test connectivity and monitor and secure domain user login.,Windows,Free,KIA Management
2721,Recover lost Microsoft Office and OpenOffice/LibreOffice passwords.,Windows,Free to try,Accent Office Password Recovery (64-bit)
2722,Track your PC and Internet activities and protect your computer from online threats.,Windows,Free to try,NetAlert Family Safety
2723,"Filtering, privacy-enhancing HTTP proxy.",Mac,Purchase,Privoxy
2724,View the logins and passwords stored by Google Chrome Web browser. ,Windows,Free to try,ChromePass Recovery
2725,Provide a host-based intrusion detection system/intrusion prevention system (IDS/IPS).,Windows,Free to try,Cyberarms Intrusion Detection (64-bit)
2726,Control the usage of your CD-ROM/DVD-ROM device.,Windows,Free to try,CDRom Watchdog
2727,Manage and secure your Mobile devices data.,Android,Free,NetQin Mobile Manager
2728,Protect your PC against viruses and malware.,Windows,Free,Immunet
2729,Protect your VBA projects and macros from viewing and modifying.,Windows,Free to try,Reset VBA Password
2730,Encrypt and sign emails with GPG in Thunderbird and SeaMonkey.,Mac,Free,Enigmail
2731,Store your passwords securely online.,Webware,Free,Agatra
2732,Surf the Web securely and bypass Internet restrictions.,Android,Free,Secure Vpn Freedom
2733,Open protected MS Word and Excel documents.,Windows,Free to try,Office Password Remover
2734,Recover the passwords of Lotus Approach files.,Windows,Free to try,Lotus Approach Password
2735,"Recover Web site, e-mail, social network passwords from top 25+ browsers.",Windows,Free to try,XenArmor Browser Password Recovery Pro
2736,Manage your passwords automatically on your Windows PC.,Windows,Free,My Key Ring
2737,Access web pages via VPN and proxy.,iOS,Free to try,ibVPN
2738,Check file lists to see if anything passes through your firewall.,Windows,Free,FileMap
2739,Hide the tracks of your Internet activity and protect private folders.,Windows,Free to try,SecretsGuard
2740,"Track, locate, and recover missing computers.",Windows,Free to try,PCTracker
2741,"Hide your computer files and folders, e-mails, and MSN, AOL, and ICQ messages using encryption.",Windows,Free to try,QuickCrypt
2742,"Identify and block SQL Injection attacks on your ASP.Net Web sites.
",Windows,Free to try,SQL Injection Shield
2743,"Manage all automatic logon needs (hospitals, classrooms, HIPAA compliance).",Windows,Free to try,Safe AutoLogon
2744,Hide encrypted text messages in bitmap image files.,Windows,Free to try,Crypto123
2745,Generate random passwords to control password length and letter casing.,Windows,Free to try,Nevel Password Creator
2746,"Multi-layered protection from various cyber threats, without sacrificing your Mac experience.",Mac,Free to try,ESET Cyber Security Pro
2747,"Scan and remove viruses, worms, and trojans on your PC.",Windows,Free to try,My-Virus-Protection
2748,Password protect any Windows application.,Windows,Free to try,Program Protector
2749,Securely erase all evidences from your system and protect your privacy. ,Windows,Free to try,Secure Evidence Scrubber
2750,Browse the Web anonymously.,Windows,Free,Faceless Internet Connection
2751,Hide your sensitive files and games in just one keypress.,Windows,Free to try,Aether Antiboss
2752,Track passwords for individuals and shared password lists for teams.,Windows,Free to try,Passwordstate
2753,Protect files/folders on both android phone and computer with password.,Android,Free to try,VeryAndroid File Protector
2754,Recover lost user and administrator passwords used to log on to Windows.,Windows,Free to try,Windows Password Buster Professional
2755,Connect the VPN and Surf the web anonymously.,Windows,Free to try,SwitchVPN
2756,Block adware and tracking systems and keep your PC protected from different Internet threats.,Windows,Free to try,SpyBlocker Pro
2757,Protect your PC from modern-day ransomware.,Windows,Free,AppCheck Anti-Ransomware
2758,Manage your passwords.,Mac,Free to try,info.xhead
2759,Keep access to your private apps only for you.,Android,Free,App Lock
2760,Keep access to your private apps only for you.,Android,Free,App Lock
2761,Monitor and log keyboard activity.,Windows,Free to try,Hooker
2762,Protect your credit card and bank account information from being stolen.,Windows,Free to try,BitIdentify Standard
2763,Encrypt your files via Serpent encryption algorithm.,Windows,Free,SerpentCryp
2764,"Cut off pop-ups, banners, and autoplay, block malware-infected ads.",Android,Free to try,AdLock
2765,"Protect your private files, folders, and passwords using encryption and passwords.",Windows,Free to try,Privatize Deluxe
2766,Track location and perform surveillance on your computers and mobile devices in China.,Windows,Free,TrackView (Chinese)
2767,Block porn and restricted URLs.,Windows,Free to try,Pre Safe Browser
2768,Keep all your passwords safe in one place.,Windows,Free to try,PasswordKeeper
2769,Simple free File and Folder Encryption Software for Windows,Windows,Free,Simple File Encryptor
2770,"Store, track, and generate passwords with multiple features.",Windows,Free to try,iNeeda Password & Tracker
2771,add user authentication to desktop,Windows,Purchase,BioPassword Software Development Kit
2772,Quickly lock or unlock your computer using any USB flash drive.,Windows,Free,PB Screen Lock
2773,Repair damage made by spyware and viruses,Windows,Free,SpyWhacker
2774,generate secure passwords,Mac,Free,Password Generator
2775,Encrypt and decrypt files via Windows Explorer context menu.,Windows,Free to try,Fort
2776,Protect your PC and surf the Net safely.,Windows,Free,Anti-Hacks
2777,Take all your usernames and passwords with you on your key ring.,Windows,Free,Webm8 U3
2778,Helps investigators conduct digital forensic investigations on Mac OS X and iOS devices.,Mac,"$2,499.00",BlackLight
2779,Analyze and guard e-mails before they are delivered to the clients or servers in your network.,Windows,$25.90,MailScan for Microsoft Exchange Server
2780,View all network connections made by software on your PC in a compact and easy to read format.,Windows,Free,PNetMon
2781,"Reconnect VPN automatically when disconnected, while blocking Internet traffic to software.",Windows,Free,VPN Lifeguard Portable
2782,Protect your PC from viruses and malware.,Windows,Free,eShield Free Antivirus
2783,Encrypt any text messages and hide them within a user specified image.,Windows,Free,BitCrypt
2784,Keep your passwords safe and access them easily anytime you need.,Mac,Free,Master Password
2785,Protect sensitive files and directories with password.,Windows,Free,Directory Password Security
2786,Protect Exchange servers from malware and online attacks.,Windows,Free to try,Bitdefender Security for Exchange
2787,Scan your network for security vulnerabilities.,Windows,Free,Netbios Share Scanner
2788,Secure your organization's information.,Windows,Free to try,ISMS-RAT
2789,Detect and remove W32/Dapato Trojan.,Windows,Free,CleanDapato Free Virus Removal Tool
2790,"Manage your physical and virtual assets, software, and patches.",Webware,Free,IT.Shavlik.com
2791,Secure your Internet activity information and remove tracks.,Windows,Free to try,P-Guard Privacy Protection
2792,Hide your network and local drives to protect privacy.,Windows,Free,Drive Hider
2793,"Protect and manage your passwords, documents, private photos with world-class security.",iOS,Free,Keeper Password Manager
2794,Generate random password combination using letters and numerals.,Windows,Free,X-Lizard Password Generator
2795,"Organize, analyze, and process large quantities of Syslog messages.",Windows,Free to try,Syslog Collector
2796,Keep your private data secured and encrypt on your PC.,Windows,Free,Right-Click Encrypter
2797,Encrypt or decrypt files on your Mac.,Mac,Free,MEO Free File Encryption for Mac
2798,Authenticator for Windows is the app for the universal Windows platform to store all your accounts with two step authentication.,Windows,Free,Authenticator for Windows
2799,"Protect your computer from online threats, malware, and misuse of private data.",Windows,Free to try,TrustPort Total Protection 2013
2800,Use password encryption and system disabling to protect your Windows system.,Windows,Free to try,WinShield for Windows
2801,Recovers Microsoft Outlook PST file password.,Windows,Free to try,Daossoft Outlook Password Rescuer
2802,Protect your computer against attacks from both known and unknown ransomware variants.,Windows,Free,Acronis Ransomware Protection
2803,Hide individual photo or video for your Android device.,Android,$0.99,Gallery Lock Pro
2804,Reset Windows 8/7/Vista/XP/2000/NT.,Windows,Free to try,Password Reset X64 Edition
2805,"Security Center Mobile preview apps offer customers early access to our next generation mobile applications, and allow Genetec to obtain continuous feedback on app development.",Windows,Free,Genetec Security Center Mobile Preview for Windows 10
2806,Hide and send your secret messages in pictures.,Windows,Free to try,Tipi
2807,Create and manage passwords to protect important information.,Windows,Free to try,Advanced Security Tool - AST
2808,Protect your privacy and clean junk files.,Windows,Free,PrivaShield Gold Edition
2809,Carry all your personal information on one SIID card using AES 256 bit encryption.,Windows,Free to try,Secure Info ID
2810,Create self-signed test certificates on your Windows PC.,Windows,Free,abylon SELFCERT
2811,Recover password-protected Microsoft Excel 97-2003 spreadsheets.,Windows,Free to try,Atomic Excel Password Recovery
2812,Generate your phrase and convert it to a secure password.,Windows,Free,Phrase Password Generator
2813,Encrypt any type of files in single or batch mode.,Windows,Free,MultiCrypt
2814,Protect your PC from viruses and spyware.,Windows,Free to try,TrustPort Antivirus
2815,Remember your password and enter them whenever you need them.,iOS,Free,Sticky Password Manager & Safe
2816,Erase Internet tracks and computer activities on your computer.,Windows,Free to try,Keep Your Privacy
2817,Encrypt or decrypt your files to ensure privacy and security.,Windows,Free to try,Fast File Encryptor
2818,Monitor and manage all installed serial devices from your program code.,Windows,Free to try,Serial Port Monitoring Control
2819,Surf the Web via secure VPN connection.,Windows,$4.75,LiquidVPN
