,Description,Platform,Price,Product
3060,iOS-style task switcher for Mac OS X.,Mac,Free,TaskBoard
3061,simple & nifty archiving utility,Mac,Purchase,CleanArchiver
3062,"Sleep, log out, restart or shut down immediately or after a delay.",Mac,Free,PowerSwitch
3063,Enhance your toolbars and menus.,Windows,Free to try,Artistic Toolbar Icons
3064,4K Live Wallpapers - free live wallpaper with parallax effect that simulates water ripples and water drops on the surface.,Android,Free,4K Live Wallpapers
3065,Place Newsflash on your desktop to replace the Windows Run service.,Windows,Free,Runner
3066,Display a customizable alarm clock on your desktop.,Windows,Free to try,AlarmWave
3067,Display your photos on your homescreen as a wallpaper.,Android,Free,PhotoWall Live Wallpaper
3068,Display and browse Earth Science photographs on your desktop.,Windows,Free,EPOD - Earth Science Picture of the Day
3069,Bring the best content and apps to your desktop.,Windows,Free,Cubiez
3070,Watch an animated lotus pond with relaxing music as your desktop wallpaper.,Windows,Free,Lotus Pond Animated Wallpaper
3071,Several handy features for heavy Spaces users.,Mac,Free to try,TotalSpaces
3072,"Ð¡reate, format, and mount a RAM disk in one shot.

",Mac,Free,Make RAM Disk
3073,View Xfire stats.,Windows,Free,Xfire Display Widget
3074,Track your airline and flight number and link to Yahoo Check Flight Status Web page.,Windows,Free,FlightTracker
3075,Create your own favorites menu and access your folders easily.,Windows,Free to try,Chameleon Folder
3076,Show an old-fashioned Nixie or VFD clock on your desktop.,Windows,Free,Scotts Nixie Tube Clock
3077,"Display your CPU load, RAM usage, and system volume on the desktop.",Windows,Free,Slim PMV
3078,Hide specific parts of your screen.,Windows,Free,Blackout
3079,View how many days have past since you gave up smoking and count money you saved.,Windows,Free,Mittysoft Quit Smoking Counter
3080,Kitty Keyboard Theme having very PRETTY themes which helps you to make charming your My Photo Keyboard app.,Android,Free,Kitty Keyboard
3081,Use several clipboards at the same time.,Mac,Free to try,CuteClips
3082,Share mouse and keyboard between multiple computers with different operating systems.,Linux,Free,Synergy for Fedora and Red Hat
3083,Play PulsRadio streams.,Windows,Free,Pulsradio Widget
3084,Get this super cool police siren ringtones application for your Android.,Android,Free,Police Siren Ringtones
3085,"Monitor and view your memory usage, memory loads, CPU load, WiFi network, and signal strength.",Windows,Free,Minisys
3086,Save pictures and text copied to the clipboard.,Windows,Free,Mega Clipboard Portable 
3087,Display time and system resource information on your desktop.,Windows,Free,TimePiece
3088,Change assemblies of your applications easily.,Windows,Free,Saint Andrew's Assembly Changer
3089,create RAM disks,Mac,$14.95,Ram Disk Creator
3090,"Optimize access to your favorite applications, increase productivity and multi-tasking abilities.",Windows,Free,TruVu
3091,View updated radar images from Environment Canada.,Windows,Free,Canadian Weather Radar
3092,Improve and optimize work of Windows 7.,Windows,Free,WinEmPower
3093,Keep your PC time accurate.,Windows,Free to try,AccuTime
3094,Enter accented and special characters easily.,Windows,Free,Extra Keys
3095,Shows detailed memory usage of given process.,Windows,Free,MemoryUsage
3096,Enter accented and special characters easily.,Windows,Free,Extra Keys
3097,Shows detailed memory usage of given process.,Windows,Free,MemoryUsage
3098,Listen to KOST 103.5 FM radio station.,Windows,Free,KOST 103.5 FM Radio
3099,Computer usage monitoring tool for parental control.,Mac,Free to try,Watcher
3100,Remove the irritating chime of your Macintosh at startup.,Mac,Free to try,Startup Chime Stopper
3101,Provide a collection of office program icons for almost any office program.,Windows,Free to try,Perfect Office Icons
3102,Perform various calculations.,Windows,Free,Simple Calculator
3103,drag and drop interface to the secure delete function,Mac,Free,iShred Express
3104,Replace Windows Explorer to alternate windows shell with the additional plugins.,Windows,Free,Emerge Desktop (64-bit)
3105,"Embed your calendar on your desktop, above your wallpaper but below your desktop items.",Mac,Free to try,iDeskCal
3106,Tune in and enjoy radio streams from Fox 101.9 on your desktop.,Windows,Free,Fox FM Player
3107,Faceless app to move/copy files/folders via 2 symmetric Finder windows.,Mac,Free to try,Fiwi
3108,Keep Alive for IP address or URLS.,Windows,Free,iPing
3109,Set hotkeys and allow your cursor to reach the borders of the screen.,Windows,Free,CursorUS
3110,Control your cursor with your keyboard; for diehard keyboard warriors.,Mac,Free to try,Keymo
3111,Quick Look plugin that reveals package contents.,Mac,Free,Suspicious Package
3112,Prevent Clip Gallery 5.0 from not responding or executing arbitrary code.,Windows,Free,Clip Gallery 5.0 Buffer Overrun Vulnerability Patch
3113,Customize the icon of every Windows folder in one click.,Windows,Free to try,TeoreX FolderIco
3114,Get free pass for conference calls on your desktop.,Windows,Free,Free Conferencing Now
3115,Display a clock on your desktop or sidebar.,Windows,Free,Metric Clock
3116,View the latest soccer news from the Goal.com Web site.,Windows,Free,Goal.Com - Live News
3117,Get a screensaver which displays falling money.,Windows,Free to try,Moolah The 3D Money Screen Saver
3118,Put your cursor over a moving ball for as long as you can.,Windows,Free,Focus Game
3119,Display the Muslims' times for prayer and Iqama (Congregation).,Windows,Free,Prayer N Iqama Gadget
3120,Optimize your Windows Vista system easily.,Windows,Free,VistaMaxer
3121,"Launch apps, files, urls, access notes & addresses.",Mac,Free to try,TapTap
3122,Display the remaining time until the premiere of the sixth season of 24.,Windows,Free,24 Season 6 Premiere Countdown Timer
3123,Count down until the showing of the next big horror movie.,Windows,Free,Horror Movie Countdown
3124,Create ideas for Halloween costumes.,Windows,Free,Holloween Costume Generator
3125,"Lock icons, take screenshots, and move icons between the system tray and the main interface.",Windows,Free to try,Desktility
3126,Create multiple templates of your files and folders.,Windows,Free,My Templates
3127,Find and view a US area code directly on your desktop or sidebar.,Windows,Free,Area Code Lookup
3128,Set up specific alarm clock to meditate correctly.,Windows,Free,Free Meditation Timer
3129,Great Waterfall Live Wallpaper Mighty waterfall pictures for phone screen!,Android,Free,Great Waterfall Live Wallpaper
3130,Animate your images.,Windows,Free,Lights
3131,View a butterfly that flies around your desktop.,Windows,Free,The Desktop B.F.
3132,Modify buttons on places bar in shell open and save dialogs.,Windows,Free,Shell Places Bar Editor
3133,"Effortlessly add text, file contents and more into layout programs.",Mac,Free to try,GrabbyWindow
3134,Water drops live wallpaper will splash your screen with water drops.,Android,Free,Water drops live wallpaper
3135,"Customize login window images, text message & host info.",Mac,Free to try,Visage Login
3136,Search and monitor any information from any Web site on your desktop.,Windows,Free,Page Scraper
3137,Implement an illusion-tweaked theme to Windows 7.,Windows,Free,Illusions Windows 7 Theme
3138,"Capture text from GUI and console windows, Web pages and graphical images.",Windows,Free to try,Screen Scraping Library
3139,Enhance PDA and mobile software with perfectly crafted icons.,Windows,Free to try,Perfect Mobile Icons
3140,Highly customisable Nexus live wallpaper,Android,Free,Nexus Revamped Live Wallpaper
3141,Display a dancing MC Hammer on your desktop.,Windows,Free,Hammer Time
3142,"Download Secret Hacker Launcher Theme to own beautiful icons, Green Hacker Theme HD wallpapers and tons of themes.",Android,Free,Secret Hacker Launcher Theme
3143,Get the best ringtones for your Android smartphones.,Android,Free,Best Ringtones for Android
3144,"Download Secret Hacker Launcher Theme to own beautiful icons, Green Hacker Theme HD wallpapers and tons of themes.",Android,Free,Secret Hacker Launcher Theme
3145,Display eMule server statistics from remote PCs on your desktop.,Windows,Free,Deskmule
3146,Make recent files and their information available in the Apple Menu.,Mac,Free,Recent Additions
3147,"1080p and 4K ""live"" satellite imagery updated every 15 minutes and offset to compensate for your local timezone.",Windows,Free,Live Earth: Pacific for Windows 10
3148,Ocean 3D takes you on a peaceful flight over the ocean surface.,Windows,$1.99,Ocean 3D Live Wallpaper for Windows 10
3149,View a graph of your processor usage.,Windows,Free,Longhorn Processor Graph
3150,Search Google for word or phrase definitions on your desktop.,Windows,Free,Google Web Definitions
3151,Comprehensive backup program,Mac,Free,Free Backup
3152,Get a dedicated to the science fiction movie Rise of the Planet of the Apes Windows 7 theme.,Windows,Free,Rise of the Planet of the Apes W 7 Theme
3153,Simplify keystrokes into single mouse clicks.,Windows,Free to try,QuickButtons
3154,Get sleek and attractive icons in standard resolutions for great modern apps.,Windows,Free to try,Android Menu Icons
3155,Play music based on mood with voice controlled digital assistant and media player.,Windows,Free,The Ninja
3156,Enhance your accounting or business-oriented software with a set of professional icons.,Windows,Free to try,Business PNG Icons
3157,Counts folder and subfolder size,Mac,Free,Tree Size
3158,Synchronize your PC clock via the Internet.,Windows,Free,ZSoft TimeSync
3159,Monitor and get notifications about any changes on your Web site.,Windows,Free to try,Web Page Change Monitor
3160,Show statistics for all the processes.,Windows,Free,sysinternals PsList
3161,Execute Internet Explorer commands with just mouse moves and drag-and-drop functions.,Windows,Free,SmartMouse
3162,Have fun searching Google land with Darth Vader of Star Wars.,Windows,Free,Darth Vader's Google Search
3163,Use a fully configurable alarm clock on your desktop.,Windows,Free,MyGiantAlarmXP
3164,Thrill yourself on blue waters and ride on insurgent waves.,Windows,Free,Jet Ski
3165,"Close, minimize, or hide used applications with the use of the Esc button.",Windows,Free to try,EscapeClose Pro
3166,Losslessly convert images into ICNS or ICO icon format.,Mac,Free to try,Picture2Icon
3167,Add exotic tropical fishes and other critters to your Windows 7 theme.,Windows,Free,Tropical FishCalendars.com 2012 Win 7 Theme
3168,Skyscrapers Windows 7 Theme,Windows,Free,Skyscrapers Windows 7 Theme
3169,Manage your Basecamp projects on your desktop.,Windows,Free,Avalanche: A Basecamp Widget
3170,Create desktop pictures from iTunes album artwork.,Mac,Free,Chameleon
3171,View the latest Astro Adverts on the AstroMart Web site.,Windows,Free,AstroMart Classifieds
3172,"Manipulate application window, set on top, make it transparent, click through, enable dark mode.",Windows,Free to try,WindowTop
3173,View and control Windows Defender on Windows 7 machines.,Windows,Free,Monitor Tool for Windows Defender
3174,Use perfect icons to make automated software design faster and easier.,Windows,Free to try,Perfect Automation Icons
3175,View random photos from public-domain-photos.com.,Windows,Free,Public Domain Photos
3176,"Launch files, folders, and Internet shortcuts without addressing to Windows Start button.",Windows,Free to try,QuickCut Xp
3177,"Use mouse gesture to close, maximize, restore, and minimize the active window.",Windows,Free to try,Mouse Gesture Window Controller
3178,"Save, copy, and paste any text or images from your Windows 8 device.",Windows,Free,Clipboard Plus for Windows 8
3179,Live traffic maps widget for California & Arizona.,Mac,Free,SigAlert Traffic Maps
3180,Bring up dashboard when your Mac is idle.,Mac,Free,Dasher
3181,"Organize and open your files, folders, and applications easily.",Windows,Free,TopBars
3182,Monitor your file folders.,Windows,Free,Folder Watcher
3183,Search on a dictionary from your desktop or sidebar.,Windows,Free,LookWAYup dictionary Vista Gadget
3184,Find the geographical location associated with an IP Address.,Windows,Free,IPToLocation
3185,Indicator icons for DragThing.,Mac,Free,DragThing Indicators
3186,View exchange rates and convert currencies from several countries on your desktop.,Windows,Free,Tiny sleez currency converter
3187,"Screen capture tool: scale, email, change format.",Mac,Free to try,ScreenShot Plus
3188,Listen to The Basement online radio station.,Windows,Free,The Basement
3189,Show countdown date and time for Christmas or New Year.,Windows,Free,Santa Countdown clock
3190,Unlimited collection of 3D Parallax Live Wallpapers and Beautiful 3D Themes.,Android,Free,3D Wallpaper Parallax (Free)
3191,Display time in human-readable text.,Windows,Free,FuzzyClock
3192,Run Dashboard widgets on your desktop.,Mac,Free,WidgetRunner
3193,Check the current date and time.,Windows,Free to try,Clock Digital
3194,Use a free-form drawing tool with various features.,Windows,Free,DrawDemo
3195,Add the LED board style clock gadget to your desktop.,Windows,Free,LED Clock GT-7
3196,Display a blank screen that stays on top of all the other windows.,Windows,Free,Blank
3197,View daily woot information from www.woot.com on your desktop.,Windows,Free,Woot widget
3198,Scan barcodes with your iSight,Mac,Free to try,EvoBarcode
3199,Spell checker based on Hspell.,Mac,Free,Hebrew Spelling Service
3200,Roll a digital dice.,Windows,Free,Dice Roller
3201,Synchronize your data across multiple computers.,Windows,Free,SyncPad
3202,Get a collection of minimalist programs.,Windows,Free,iSuite
3203,Access the Air1 Radio station.,Windows,Free,Air1 Radio Player
3204,"Get an invisible grid to Windows, so that any window you move or resize is snapped to it.",Windows,Free,Gridy
3205,Roll up a window like a windowshade.,Mac,Free to try,WindowMizer
3206,online retailer in the UK,Windows,Free,Dabs.com Search
3207,Display updated position of the Internation Space Station.,Windows,Free,ISS - Current Position
3208,Organize all your desktop shortcut icons and launch applications quickly.,Windows,Free to try,XUS Desktop 32bit Final Edition
3209,Quickly open a duplicate of the current Finder window.,Mac,Free,Finder Dupe
3210,Capture and save screenshots easily.,Windows,Free,Main Screen
3211,Learn how to count in five languages easily.,Windows,Free,Learn Numbers
3212,Access your Google Calendar right from your desktop.,Windows,Free,Google Calendar for Pokki
3213,Add themes to application.,Windows,Free to try,ThemeEngine
3214,Make searches on Google directly from your desktop.,Windows,Free,Google Search Widget
3215,Create your own koi pond with lily pads. Select 15 koi from 30 species to grow.,Android,$1.99,aniPet Koi Live Wallpaper
3216,Replaces the application's name with its icon in the system menu bar.,Mac,Free,AppMenu Magic
3217,"At-a-glance display of key system info, quickly toggle hidden files, free memory, remove login items, and more.",Mac,Free,FastTasks 2
3218,"Manage, group, and preview opened applications from multiple desktops.",Windows,Free to try,Skreens
3219,Keep track of your working hours.,Windows,Free to try,timeEdition
3220,Manage and display notifications on your desktop.,Windows,Free,Snarl
3221,Sits in your menu bar and monitors stock prices.,Mac,Free to try,Stock Menulet
3222,Set alerts with a timer.,Windows,Free,Mini Timer
3223,"Search Google, Yahoo, and MSN easily.",Windows,Free,jux2 Meta Search
3224,See a Disney cartoon on your desktop every 30 seconds.,Windows,Free,Random Cartoons
3225,Enhance your Mac desktop.,Mac,$9.99,Multimon
3226,Switch quickly between several desktops.,Windows,Free to try,Multi Desktop
3227,Spice up your desktop with an analog clock that has unique clock hands.,Windows,Free,Orange Analog Clock
3228,Create unique clsid for your applications.,Windows,Free,CLSID Generator
3229,"Open, edit, and operate MS Outlook Tasks.",Windows,Free,MS Outlook Tasks Plug-in
3230,Set up an alarm clock on your desktop.,Windows,Free,Llama Alarm Clock
3231,launch applications by name,Mac,Free,Namely
3232,"Improve windows by adding features to explorer, window handling, and tweaks.",Windows,Free,7plus (64-bit)
3233,Use a basic filter for finding files.,Windows,Free,Advanced Search
3234,"Rename, save, and delete htm files without using a navigator.",Windows,Free,safeHtmRename
3235,"Scan, retrieve, and read the latest news from all your favorite blogs and sites.",Windows,Free,Yahoo widgetQube
3236,Listen to audio streams from 702 talk radio station.,Windows,Free,702 Talk Radio Streamer
3237,Get a constantly expanding collection of over 1 million stock icons.,Windows,Free,IconShock
3238,Locate ZIP Codes and find their distances.,Windows,Free to try,ZIP Code Distance Wizard
3239,Get ODBC and JDBC capabilities for FileMaker.,Mac,Free,FileMaker Pro xDBC
3240,Get ODBC and JDBC capabilities for FileMaker.,Mac,Free,FileMaker Pro xDBC
3241,Pin custom tiles for various items to your Windows 8 Start screen.,Windows,Free to try,Pin More
3242,Support chat:. https://t. me/substratum (#support). Take over control of the finest aspects of the system UI and personalise your Android...,Android,Free,substratum theme engine
3243,Perform various unit conversions from your desktop or Vista Sidebar.,Windows,Free,Universal Converter Vista Gadget
3244,Countdown timer for tea brewing.,Mac,Free to try,Big Ben Tea Timer
3245,"Replace standard Windows tray clock with alarms, skins & add-ons support.",Windows,Free to try,Clock-on-Try Pro
3246,gui for Apple Xserve Remote Diagnostics (xrdiags),Mac,Purchase,XRD
3247,Display a desktop clock on your PC.,Windows,Free to try,WellCraftedSoftware Clock
3248,Manage your everyday tasks straight from your desktop.,Windows,Free to try,To-Do List
3249,Draw inspiration from technical superiority and racing success pinnacle of the foremost superbike. ,Windows,Free,Ducati 1198 Windows 7 Theme
3250,Show and modify mouse movements on your desktop.,Windows,Free,Slider
3251,Display Julian date and local sidereal time on your desktop.,Windows,Free,Sidereal Time
3252,My name 3d live wallpaper.,Android,Free,My Name 3D Live Wallpaper
3253,Save and manage any type of information from your clipboard.,Windows,Free,Ditto Portable
3254,Generate various images.,Mac,Free,Top Draw
3255,Type unusual characters w/o remembering keyboard combo.,Mac,Free to try,PopChar Pro
3256,Pretend working as if you were installing something sufficiently complex.,Windows,Free,Fake Loader
3257,Open and manage different virtual desktops on your PC.,Windows,Free,VirtuaWin Portable
3258,Tap into the untouched nature tranquility away from human commotion and metropolis pandemonium. ,Windows,Free,Tranquil Forest Windows 7 Theme
3259,View solar system in all of its cosmic beauty.,Windows,Free to try,Sun 3D Screensaver
3260,"Coral fish 3d live wallpaper - beautiful animated screensaver with animated 3d fish, HD backgrounds, live water effect, animated air bubbles...",Android,Free,Coral Fish 3D Live Wallpaper
3261,Is HatsuneMiku home theme for GO Launcher EX.,Android,Free,GO Launcher EX Theme -Miku-
3262,"file extraction tool, can be used for unix files",Mac,Free,Suntar
3263,Allow you to share to and from your clipboard.,Windows,Free,Clipboard for Windows 8
3264,Display a Badi Calendar on your desktop.,Windows,Free,TwinCalendar
3265,plugin for Apple iPhoto,Mac,Free,iPhoto to OmniGraffle Album Export
3266,Display an animated miniature flagpole on your desktop.,Windows,Free,MicroColors
3267,Set up a timer to be notified when the tea is ready.,Windows,Free,Tea Timer
3268,Refine your toolbar with new icons,Windows,Free to try,16x16 Office Toolbar Icons
3269,Display an analog clock on your desktop.,Windows,Free,aDClock
3270,Read the latest news about William Henry Harrison High School's music program on your desktop.,Windows,Free,Harrison Instrumental Music Notes Newsreader
3271,Arial Nova is a subtle redesign of the classic Arial family.,Windows,Free,Arial Nova for Windows 10
3272,View time and weather conditions on top of unique desktop background.,Windows,Free to try,Elements Of Nature HD Edition
3273,Get over a hundred tab icons for Android developers in raster and vector formats.,Windows,Free to try,Android Tab Icons
3274,"Cool storm live wallpaper with real animated lightning bolt,dark clouds and rain",Android,Free,Lightning Storm Live Wallpaper
3275,Toggle 3D or 2D Dock in Mac OS X Leopard.,Mac,Free,DockDoctor Widget
3276,global hotkeys to launch objects,Mac,Free,Global Hotkey
3277,Zoom in everything on computer from 1.5x to 16x.,Windows,Free to try,Mother's Magnifier
3278,Get an icon set for game and gaming Web site developers.,Windows,Free,Free Game Icons 2012
3279,Replace folders with an Icon of your choice.  ,Windows,Free to try,Customize My Folders
3280,Add colors to your desktop icons.,Mac,Free to try,Icosystem
3281,Wake up to this alarm clock that has a different alarm for each day.,Windows,Free,Alarm Clock
3282,"Sit back and relax in front of mesmerizing flames flaring up, with the brand new Fire place Live Wallpaper.",Android,Free,Fire place Live Wallpaper
3283,Play Classic Arcade Games right in your Mac OS X Dashboard.,Mac,Free,GameClassic Widget
3284,Change file dates in Windows Explorer.,Windows,Free to try,Better File Attributes
3285,Growl plug-in that tells you when caps lock is turned on or off.,Mac,Free,Capster
3286,Create text boxes and extract property settings.,Windows,Free,Text Box Defaults Add-In Project for Microsoft Publisher 2002
3287,"Hide windows, programs, and files without closing them.",Windows,Free,Windows Hider
3288,Get alerts when severe weather strikes.,Windows,Free,Weather Watcher Alerts
3289,"Sweet Love Emoji for KK Emoji,Emoticons and Smileys Keyboard.",Android,Free,Sweet Love Emoji Keyboard
3290,View menus from different campus cafeterias on your desktop.,Windows,Free,The Black Pepper
3291,Control volume levels on your desktop.,Windows,Free,Volume Next Step
3292,Display the Solar Monitor Feed on your desktop.,Windows,Free,Solar Monitor Gadget
3293,Enhance your Windows console.,Windows,Free,Console Portable
3294,Control the dock and display your iTunes track info in the menu bar.,Mac,Free to try,DockBlock
3295,"Easy keyboard shortcuts for apps, scripts, and documents.",Mac,Free to try,FastScripts
3296,Count down leading up to the start of Hanukkah.,Windows,Free,Hanukkah Menorah
3297,Provide virtual didgeridoo VST.,Windows,$30.95,Didj'tizer
3298,Start a default screensaver or minimize open windows.,Windows,Free to try,PushSaver
3299,Lock and hide your desktop contents behind a password.,Windows,Free,ScreenBlur
3300,Replace the standard Windows Logos with your own graphic.,Windows,Free to try,Logo Factory
3301,Add a translation tool to your desktop or sidebar.,Windows,Free,Translator Top
3302,Display an animated wallpaper on your Windows XP desktop.,Windows,Free to try,AuraCube
3303,Customize the color of each Windows XP folder.,Windows,Free,iColorFolder
3304,Listen to Cairo's 104.2 Nile FM.,Windows,Free,Nile FM Widget
3305,Create and edit icons.,Windows,Free,Free Icon Editor
3306,Widget shows maintenance scripts' last run date & runs them.,Mac,Free,Maintidget
3307,Add a virtual pal on your desktop and download free programs.,Windows,Free,Cyber
3308,Get fresh rain drops on your screen!,Android,Free,Galaxy S3 Drop LWP
3309,Search and compare products and prices from various online marketplaces.,Mac,Free,EarthLink Shopping Widget
3310,Display Flickr photos that are classified by tag.,Windows,Free,Flickr Desktop
3311,Display the current local time and weather of your chosen cities.,Windows,Free,Magayo World Time Weather
3312,View the Euro-Mediterranean regions using several Web cams on your desktop.,Windows,Free,EuromediWebcams
3313,"Manage tasks, reminders, appointments, synced with Google Calender.",Windows,Free to try,iAlarm
3314,"The best font changer for android. Free typefaces, elegance font installer.",Android,Free,HiFont - Cool Font Text Free
3315,Add interface icons of Windows Phone 8.,Windows,Free to try,Icons for Windows Phone 8
3316,Get a smoking time alarm or notification.,Windows,Free,Smoke Alarm
3317,Load and save a bitmap into an icon file.,Windows,Free to try,Bitmap To Icon
3318,Decorate your Windows 7 OS with Nebula theme.,Windows,Free,Nebula Windows 7 Theme
3319,Hide the menu bar and dock when running certain apps.,Mac,Free,Menuless
3320,Keep your desktop active all the time.,Windows,Free,Ginseng
3321,Get and enjoy Melbourne City Windows 7 Theme.,Windows,Free,Melbourne City Windows 7 Theme
3322,Status menu for launching VirtualBox machines.,Mac,Free,VirtualBox Menulet
3323,Get your daily source for all Mac things right from your Mac OS X Dashboard.,Mac,Free,MacDesktop
3324,Widget graphs your wireless signal.,Mac,Free,Wireless Grapher
3325,execute programs as root,Mac,Purchase,Skeleton Key
3326,Monitor and view system information.,Windows,Free,Dwwsys
3327,bundles all required programs for running Dabo on Windows,Windows,Free,Dabo Runtime Engine for Windows
3328,Change windows default cursors with a single click. ,Windows,Free,Cursor Manager
3329,Add golden icons to your application or Web site.,Windows,Free,Free Gold Button Icons
3330,Read your favorite RSS feeds subscribed with Internet Explorer.,Windows,Free to try,NewsReader Gadget
3331,"Access ECU Pirates' photos, news, and links.",Windows,Free,ECU Pirates Widget
3332,Perform various calculations.,Mac,Free,PEMDAS
3333,"Count down time until the release of the Apple iPhone on July 1, 2007.",Windows,Free,iPhone Countdown
3334,"The classic kitten running around on the desktop.
",Mac,Free,Neko
3335,smart folders & next generation search technology,Mac,Purchase,blinkx
3336,Get the current price list for products at Malaysia HardwareZone on your desktop.,Windows,Free,Malaysia HardwareZone Pricelist Download
3337,Customize every aspect of each note.,Windows,Free,StickMeUp
3338,Display a clock with the skin of the modern station clocks in Germany.,Windows,Free,German Station Clock
3339,Place the dancing Master Chief on your desktop.,Windows,Free,Master Chief Victory Dance
3340,"View drink specials on various venues in Madison, Wisconsin.",Windows,Free,Sconnie Drink Specials
3341,Learn how to use your Mac.,Mac,Free,Mac101
3342,Perform date and time calculations useful to genealogists.,Mac,Free to try,Date Calculator
3343,"Convert Adobe Illustrator or Corel Draw into DXF, CFF2 or DDES2/IT8.6 format.",Windows,Free to try,Bezarc
3344,Add a sea shells theme with sound effect to Windows 7.,Windows,Free,Sea Shells Windows 7 Theme 
3345,Decorate your desktop for holiday season.,Windows,Free,Christmas Tree
3346,Make your Android look like Windows XP OS.,Android,$0.99,Launcher XP - Android Launcher
3347,Monitor and view your CPU usage.,Windows,Free,CPU Portal
3348,Monitor and record your working hours on projects.,Windows,Free,Time Trek
3349,Change all the Windows 8 & 10 desktop colors and bypass the limitations.,Windows,Free,GiMeSpace Win 8 & 10  Color Changer
3350,Hide your task bar icons.,Windows,Free,Clicky Gone
3351,Prevent computer-related health problems by getting reminders about break time.,Windows,Free to try,Break Time
3352,Search for and list files with many options for saving as a list.,Mac,Free,File Lister
3353,Switch between multiple docks with one click.,Mac,Free,Dockyard Manager
3354,Create and delete folder links to existing folders.,Windows,Free to try,Link Folder
3355,Protect web browser's home page and other important settings.,Windows,Free to try,Desktop Armor
3356,Minimize or close multiple applications and erase the history and recent documents with a single click.,Windows,Free,Don't Panic Portable
3357,Activate screen saver with keyboard shortcut to lock your session.,Mac,Free,Salute
3358,Create quick reminders for small upcoming tasks.,Windows,Free to try,Two-Click Reminder
3359,Follow your interests and see the tweets right on your desktop.,Windows,Free,Tweetz
3360,Create quick reminders for small upcoming tasks.,Windows,Free to try,Two-Click Reminder
3361,Try the new launcher theme with custom icons and wallpapers.,Android,Free,3D New Launcher 2018
3362,Get all the symbols you need for a typical application toolbar.,Windows,Free,12x12 Free Toolbar Icons
3363,"Explore high-adventure, computer-animated magic world in the action search of the Unicorn treasure.",Windows,Free,The Adventures of Tintin Windows 7 Theme
3364,Enhance and manage your system Clipboard.,Windows,Free to try,WinClip Plus
3365,Manage and export your task list to various formats.,Windows,Free to try,Task List Basic
3366,Convert one or more PDF files into DjVu files.,Windows,Free to try,PDF To DjVu Converter Software
3367,Search Facebook right from your Mac OS X Dashboard.,Mac,Free,FacebookSearch Widget
3368,"Read about cool Web sites, Internet tips, and software from your desktop.",Windows,Free,MakeUseOf.com
3369,Make Google searches on your desktop or Vista Sidebar.,Windows,Free,Google Search With Results
3370,Position and scale different windows on your desktop.,Windows,Free,Windows Layout Manager
3371,Replace your start menu with different styles inside taskbar.,Windows,Free,Power 8 Portable
3372,Make phone calls using your PC.,Windows,Free,Nikotel - CallNow
3373,Read RSS news from Washington Post.,Windows,Free,Washington Post Reader
3374,colorizes Finder icons in OS X,Mac,Free to try,Color Labels
3375,Turn off or turn on the Metro User Interface of your Windows 8 PC.,Windows,Free,Win Eight Metro UI Switcher Portable
3376,Get 82 stock icons for system administration software and Web sites.,Windows,Free to try,Standard Admin Icons
3377,Count the remaining time until the return of U.S. Military members.,Windows,Free,CountDown
3378,Refresh the viewable contents of a Finder window.,Mac,Free,Finder Refresh
3379,Get a permanent clipboard with unlimited items and instant search.,Windows,Free,Ethervane Echo
3380,copy custom icons to files & folders,Mac,Free,Micon
3381,Keep a history of everything you copy to the clipboard from any application.,Mac,Free to try,iClipboard
3382,Astrology Software that produces professional reports and charts,Mac,$195.00,Io Interpreter
3383,Display and read short prayers from your desktop.,Windows,Free,Catholic Random Aspirations
3384,View the 10 current posts on Wreck Valley Divers Forum.,Windows,Free,Wreck Valley Forum RSS Feed
3385,Widget for checking your Gmail or Yahoo! account.,Mac,Free,Mail Checker
3386,Add love icons to your dating Web site or greeting card.,Windows,Free,Free Large Love Icons
3387,"Access your programs, files, Web sites, and personal notes.",Windows,Free to try,Amblit Easy Navigator
3388,searches contents of files for particular text,Mac,Free to try,Search File Contents
3389,Change your desktop wallpaper periodically as per your interest.,Windows,Free,Mourao Wallpaper Changer
3390,Move the mouse with the keyboard arrow keys instead of the regular mouse device.,Windows,Free to try,Move Mouse With Keyboard Arrow Keys Software
3391,control LEGO mindstorms robots,Mac,Purchase,Robot Controller
3392,"Start programs quickly, hotkeys, open system folders.",Windows,Free to try,12Ghosts QuickStart
3393,Allow you to view multiple web pages at the same time.,Windows,Free,Toolbox for Windows 8
3394,Get a library of aero-style medical icons for Windows 8 software and Web.,Windows,Free to try,Aero Medical Icons for Windows 8
3395,Interact with a 3D Virtual Aquarium that fits in your pocket.,Android,Free,Sim Aquarium Live Wallpaper
3396,"Produce professional-looking products for logistics and storage specialists, government, and business applications.",Windows,Free to try,Perfect Logistic Icons
3397,Display Bible verses on a projector or screen.,Mac,Free,BibleProjector (Russian)
3398,The ultimate app to change your lock screen and start/desktop screen wallpaper.,Windows,Free,9Zen Wallpaper Changer for Windows 10
3399,Make your software look as nice as Win 7 with basic stock icons.,Windows,Free to try,Basic Icons for Vista
3400,Display a customizable analog clock on your desktop or sidebar.,Windows,Free,World Clock (Day)
3401,Create your own koi pond with lily pads. Select 15 koi from 30 species to grow.,Android,Free,aniPet Koi LiveWallpaper
3402,Get a Matrix-themed screensaver.,Windows,Free to try,3D Matrix Screensaver
3403,Access your desktop icons from tray menu.,Windows,Free,Desktop Tray Launcher
