,Description,Platform,Price,Product
3353,HIDClass driver,Windows,Free,Microsoft SideWinder Strategic Commander HID Drivers
3354,"Create multiple folders using numbers, text, or file.",Windows,Free,New Folder Wizard
3355,"Help you share your 3g, 4g network with any device can use your wifi network.",Android,Free,"Wifi Hotspot Free from 3G, 4G"
3356,"Keep your mac clean, optimized and secure.",Mac,Free to try,MacClean
3357,MX Player Codec for ARMv6 CPUs.,Android,Free,MX Player Codec (ARMv6)
3358,Install multiple live Linux Distros into USB drive and boot from it.,Windows,Free,MultiBootUSB
3359,"APUS Security (Security Elite) is a free security tool with antivirus, junk cleaner, battery saver, App lock for android device.",Android,Free,"APUS Security - Clean Virus, Antivirus, Booster"
3360,Get drivers for your Pavilion dv4z 1000 Notebook WWAN Broadband Wireless.,Windows,Free,HP Pavilion dv4z Notebooks-Wireless
3361,Recover files deleted from hard and removable drives.,Windows,Free to try,Recover Your Files
3362,Manage your files directly from the Modern UI of Win 8.,Windows,Free,Metro Commander
3363,Get a free software Linux distribution derived from the Ubuntu operating system.,Linux,Free,Ylmf OS
3364,GUI wrapper for the Memtest CLI memory/RAM tester.,Mac,Free,Rember
3365,Recycle your old computers as terminals.,Windows,Free to try,DOSRDP XP
3366,Protect your vital files and data against digital corruption.,Windows,Free,ICE ECC
3367,Record and run macros to automate the tedious and repetitive tasks.,Windows,Free to try,Macro Expert
3368,"Red Onion is a unique browser that lets you access the Internet privately and anonymously. With Red Onion you can bypass corporate, school, public...",iOS,$1.99,Red Onion - Tor-powered web browser for anonymous browsing and darknet
3369,"Remove any Firefox, Chrome, IE, Opera, Safari toolbar.",Windows,Free to try,Brigg Anti-Toolbar
3370,Recover all lost multimedia files in storage devices.,Windows,Free,MiniTool Photo Recovery
3371,Fix corrupted Word DOCX files and recover your crucial data from them with ease.,Windows,Free to try,SysInfoTools Docx Repair
3372,Monitor and log temperatures and fan speeds inside your Mac.,Mac,Free to try,TG Pro
3373,Match and merge two Excel spreadsheets in 5 quick steps.,Windows,Free to try,Merge Tables Wizard for Microsoft Excel
3374,Uninstall Malwarebytes software from your computer completely.,Windows,Free,Malwarebytes Anti-Malware Cleanup Utility
3375,Change file names and extensions in batch mode.,Windows,Free,Easy Renamer
3376,Monitor the temperature on Core and Core 2 Intel processors.,Windows,Free,CPUTempWatch
3377,Keep your files up-to-date or synchronized.,Windows,Free,Synchro Pro
3378,Recover PC from malware attacks or software conflicts.,Windows,Free,Suryl Guardian
3379,Download and change your desktop wallpaper.,Windows,Free,My Daily Wallpaper
3380,Create copies of your data save it on different storage devices.,Windows,Free to try,Backup Platinum
3381,Recover lost or damaged files from partition as well as partition table.,Windows,Free,Eassos Recovery Free
3382,Manage your printers and cut printing expenses by logging printer activity,Windows,Free to try,Cyberprinter
3383,Recover deleted photos and videos from digital cameras on memory cards and USB flash drives.,Windows,Free to try,DeleteFIX Photo
3384,Retrieve your MS Outlook personal folder passwords.,Windows,Free to try,Atomic PST Password Recovery
3385,Boost RAM capacity and fix system crashes on your Android mobile devices.,Android,Free to try,MemoryUp Pro (Android Edition)
3386,Scan for and recover deleted files from memory cards and internal storage on rooted.devices.,Android,Free,Undeleter Recover Files & Data
3387,Eliminates duplicate files and caches.,Mac,Free to try,Intego Mac Washing Machine X9
3388,Lists version information of all managed applications and allows to check for new versions on your Android device.,Android,Free,OI Update
3389,"Convert length, time, mass, temperature, and area between English and Metric units.",Windows,Free,Tri-Mag Unit Converter
3390,"Create beautiful, professional quality ebooks.",Windows,Free,eWriterPro
3391,"Convert your data by using a simple scripting language to mine, export, and modify your data.",Windows,Free,Data Parse Free Edition
3392,"Keep your iPhone, iPad or iPod touch clean and well-organized.",Mac,Free to try,iPhone Cleaner
3393,Find and remove duplicate files of any type and free up hard disk space.,Windows,Free,AllDup Portable
3394,Check your mouse clicking performance skills.,Windows,Free,Click Test
3395,Switch default audio devices on Vista and Windows 7.,Windows,Free,Default Audio Changer (64-bit)
3396,Modify and compile multiple files easily.,Windows,Free,Batch File Modifier
3397,Automate form inputting and data entry with this keystroke creator.,Windows,Free to try,KeyCreator
3398,Manage files on Android phones and tablets from your Windows PC.,Windows,Free to try,iPubsoft Android Desktop Manager
3399,Rename batches of various files.,Windows,Free,Ken Rename
3400,Check that your downloaded files have not been corrupted.,Windows,Free,QuickSFV (64-bit)
3401,Check for dead and stuck pixels on your LCD monitor.,Windows,Free,IsMyLcdOK
3402,Search and extract hidden files stored in file libraries.,Windows,Free,X-Ripper
3403,Back up your data to CD or DVD discs.,Windows,Free to try,Backup Plus DVD Edition
3404,Manage your installed software and programs.,Windows,Free,PC Brother Software Administration Free
3405,"Home networking just got easier. When connected to your home Wi-Fi, use the Linksys Connect mobile app to add devices to your network, manage guest...",iOS,Free,Linksys Connect
3406,Most Powerful VPN for Android.,Android,Free,DotVPN -- better than VPN
3407,"Backup Windows Live Mail settings, emails and IE settings.",Windows,Free to try,Windows Live Mail Backup
3408,Set this alarm reminder and never forget something important.,Windows,Free,Alarm Clock
3409,Securely access all your corporate resources from your device through a VPN tunnel.,Windows,Free,Check Point Capsule VPN for Windows 10
3410,MEye allows iPhone users to view and control live video streams from cameras and video encoders.Features:iPhone and iPod Touch compatible.Unlimited...,iOS,Free,MEye
3411,Clean up temporary files and remove obsolete data from the registry.,Windows,Free,WinHealer
3412,Backup and restore Web browser settings.,Windows,Free,FavBackup
3413,A remote flashlight for your Apple Watch.,iOS,Free,"iLights Flashlight Free for iPhone 6, 5s, 5c, 5, 4s, & 4, iPad, and iPod - LED Flash Light & Strobe App"
3414,Remove unwanted files from PC and free up disk space.,Windows,Free,DriveTidy
3415,"Private Browser & File Manager is a simple, easy-to-use app that lets you visit your favorite sites securely and privately.",iOS,Free,Secure Private Browser & File Manager
3416,Define rules and rename multiple files together.,Windows,Free to try,Complete File Renamer
3417,Automate your back-up tasks setting your time and targets.,Windows,Free,CBackup Standard
3418,Search for various files and replace text in them.,Windows,Free,Seeker
3419,Create Macintosh/ISO 9660 CD-ROM images for burning CDs compatible with Mac and Windows systems.,Windows,Free to try,MacImage
3420,"Capture snaps of entire webpages, as well as areas of your screen.",Mac,Free to try,LittleSnapper
3421,Reduce Virtual Machine size and boost Windows performance.,Windows,Free,vOptimizer FreeWare
3422,Nice and easy to use tool to calculate IPv4 networks an IP addresses.,Windows,Free,IP Pro for Windows 10
3423,Unlock files and folders in use by other processes.,Windows,Free,UnlockMe
3424,Update drivers within your system.,Windows,Free to try,Wise Drivers
3425,Process files under CVS version control directly from Windows Explorer.,Windows,Free,TortoiseCVS
3426,Show or hide the hidden files on your Mac.,Mac,Free,Revealer
3427,"Transfer, back up, and manage all your iOS content in one handy place.",Mac,Free to try,AnyTrans
3428,Convert imagery into inimitable works of art with expandable visual manipulation package.,Windows,Free,GIMP Portable
3429,For certain Intel Core 2 Duo Macs.,Mac,$1.99,Apple AirPort Extreme 802.11n Enabler
3430,Show and hide invisible files and folders,Mac,Free,Show & Hide
3431,Recover deleted or lost data on your PC.,Windows,Free,Lazesoft Data Recovery Home
3432,Set Time Machine's backup interval from 1-12 hours.,Mac,Free,TimeMachineScheduler
3433,"Restore corrupted JPEG, TIFF, and PNG files in batch mode easily.",Windows,Free to try,Comfy File Repair
3434,Create a disk image of standard configuration and apply it to many systems simultaneously.,Windows,Free to try,Acronis Snap Deploy
3435,Store and manage your actual data in cross-platform diary for USB flash drives.,Windows,Free,Efficient Diary Portable
3436,Add tab control capability to your Microsoft PowerPoint.,Windows,Free to try,Office Tabs for PowerPoint (64-Bit)
3437,Blackberry Extractor for Mac extracts data from .BBB or .IPD (blackberry backups) to your computer,Mac,Free to try,Blackberry Extractor
3438,Read in many languges.,Windows,Free,Quran Reciter for PCs
3439,Improve your workflow productivity with a shell enhancement.,Windows,Free,Visual Task Tips
3440,Use abbreviations for frequently-used text strings and images.,Mac,Free to try,TextExpander
3441,"Clone your entire hard disk, back up or restore your hard disk.",Windows,Free,Lazesoft Disk Image & Clone Home
3442,Collect and generate information and a complete list of hardware and software for your computer.,Windows,Free,SysJewel - System Information Tool
3443,Convert mdf image file to the iso format.,Windows,Free,MDF to ISO
3444,Batch convert multiple xls or xlsx files to CSV format.,Mac,Free,Excel to CSV Converter
3445,"Perform defragmentation, eliminate bottlenecks, and fix stability issues.",Windows,Free to try,mst Defrag Home Edition (32-bit)
3446,Make installation of your PC automated and less time-consuming.,Windows,Free to try,Setup Studio
3447,Battery driver,Windows,Free,Microsoft Smart Battery
3448,Rebind controls or assign macros to any of your Razer peripherals.,Windows,Free,Razer Synapse
3449,Scan drives and folders to find files with specific extensions.,Windows,Free to try,Ultimate File Organizer
3450,Scan and delete your unused empty folders on PC.,Windows,Free,Empty Folder Nuker
3451,Read and display GPS coordinates from a USB or Serial GPS receiver.,Windows,Free to try,LAS GPS Monitor
3452,video camera real editing solution,Windows,$69.95,Presto VideoWorks
3453,Create and save folder lists from any drive as text files.,Windows,Free to try,WinDirLister
3454,"Recover deleted files, videos, photos.",Windows,Free to try,File Rescue Plus
3455,Access your files and applications easily.,Windows,Free,AutoISO
3456,Manage and resize your hard drive partitions.,Mac,Free to try,VolumeWorks
3457,rename a large number of files,Windows,Free,Rename-It
3458,Turn off the monitor of your PC using a shortcut key or icon.,Windows,Free to try,Turn Off Monitor
3459,Create ZIP files automatically from a list of file specifications.,Windows,Free,ZipIt
3460,"Organize, monitor, and back up your data.",Windows,Free to try,CDWinder
3461,Avoid repetitive manual clicks and automate mouse clicks.,Windows,Free to try,Auto Clicker
3462,Free up the memory when the system needs.,Windows,Free,Extra RAM
3463,Substitute repeated mouse clickings.,Windows,Free,Moses Clicker
3464,Reduce strain on hands by clicking mouse automatically.,Windows,Free,ClickMouse
3465,"Instantly Recover Lost Emails, Photos, Music and Videos",Windows,Free to try,Migo Recover Lost Data
3466,"Featuring AV-Test FULL SCORE antivirus engine, GO Security (AntiVirus, AppLock, Booster) is the most focused & leading security app.",Android,Free,"GO Security-AntiVirus, AppLock, Booster"
3467,Upgrade all service levels of SQL Server 2005 to SP4.,Windows,Free,Microsoft SQL Server 2005 Service Pack 4 RTM (32-bit)
3468,"Monitor disk quota, limit the space available per user, and see a view of all the disk space.",Windows,Free to try,SpaceGuard SRM
3469,Reach for any application via your desktop.,Windows,Free,Bubbles
3470,Recover data from corrupted disks or other storage media.,Windows,Free to try,ExCopy 2.7.2006 Build 7520
3471,Search ZIP archives for individual files and text inside the archive.,Windows,Free to try,Zipsearch
3472,View city codes of India.,Windows,Free,S.T.D. Codes India
3473,Print Web pages with complete control over what content is included in the printout.,Webware,Free,PrintWhatYouLike.com
3474,Clean up your PC and optimize system performance.,Windows,Free,PC Win Booster Free
3475,Execute commands and programs at a given time or interval.,Windows,Free to try,VisualCron
3476,Schedule and manage battery calibrations for MacBooks and MacBook Pros.,Mac,Free to try,Watts
3477,Change your speaker settings in the control panel.,Windows,Free,Speakersetup
3478,Search for drivers for your pc.,Windows,Free to try,MHX Driver Searcher
3479,Compress and decompress your EXE and DLL files.,Windows,Free,UPX Tool
3480,View any files and save segments of source files as text files.,Windows,Free to try,File Viewer
3481,Recover various data from your SD cards.,Mac,Free,Mac Free SD Memory Card Recovery
3482,Record and playback a series of keyboard and mouse actions.,Windows,Free,Ghost Mouse Win7
3483,"Automate left or right mouse clicks, mouse dragging, and keyboard typing.",Windows,Free to try,Auto Mouse Click
3484,Create an autorun USB flash drive or SD card.,Windows,Free to try,SamLogic USB AutoRun Creator
3485,Activate an alarm to shut down or restart your PC at certain time.,Windows,Free,Sveglia
3486,"Reclaim drive space quickly, by getting rid of space-wasting files.",Windows,Free to try,Purge
3487,Customize your start menu to make it more convenient.,Windows,Free,Start Menu Icon Maker
3488,Lock the desktop when you're away.,Windows,Free,Lock
3489,Back up your data and secure it with encryption.,Windows,Free to try,LiteSpeed 64 bit
3490,Update 9.1-9.2 to 9.2.1 for G3s or higher.,Mac,Free,Apple Mac OS
3491,Remove all the activity logs of USB devices from Registry.,Windows,Free,USBOblivion (64-Bit)
3492,Turn your iPhone into the Toshiba TV remote control.,iOS,Free,Toshiba TV Remote
3493,Recover corrupted Microsoft Excel spreadsheets.,Windows,Free to try,R-Excel
3494,"Acquire info about EXE and data files, detect PUP/PUA application.",Windows,Free,ExEinfo PE
3495,Free up wasted RAM and compress system memory to make processes run faster.,Windows,Free to try,Uniture Memory Booster
3496,Install Boot Camp Assistant from Leopard install disc,Mac,Free,BootCamp Installer Helper
3497,Recover deleted or lost data from hard drive.,Windows,Free,M3 Data Recovery Free
3498,Access your favorite folders via the right-click menu.,Windows,Free,Fast Folder Access
3499,Recover your data from any storage device.,Windows,Free to try,StrongRecovery Portable
3500,"Open, create, and extract ISO files.",Windows,Free to try,Undisker
3501,Disable any key on your keyboard.,Windows,Free to try,Disable Key
3502,Test your web site or IP and get notificaiton if error occurs.,Windows,Free,Advanced Network Monitor
3503,Defrag windows registry and increases response times of applications.,Windows,Free,Simnet Registry Defrag 2011
3504,Defrag windows registry and increases response times of applications.,Windows,Free,Simnet Registry Defrag 2011
3505,Manage and avoid excessive printer usage.,Windows,Free to try,Print Censor Professional
3506,Recover data from damaged disks.,Windows,Free to try,Corrupted Data Recovery
3507,Use Linux operating system on Android device.,Android,Free,AndroLinux
3508,Customize and save the start-up state of background services.,Windows,Free,Service Tuner
3509,Test dpc is a sample device policy controller for use with android for work.,Android,Free,Test DPC
3510,"Operate data between local PC and remote servers via FTP, FTPS, SCP, SFTP, WebDAV, S3 file transfer protocols.",Windows,Free,WinSCP Portable
3511,"Manage, view, compare, search, replace, and print files and directories.",Windows,Free to try,File King
3512,Powerful unarchiving utility that can open over 25 formats.,Mac,Free,Tiny Expander
3513,Simulate the operation of an S7-200 programmable logic controller.,Windows,Free to try,S7200SIM
3514,Calculate your GPA in a few seconds.,Windows,Free,Advanced GPA Calculator
3515,Scan and recover corrupted ZIP files.,Windows,Free to try,Kernel for ZIP
3516,"Create 3D modeling, images, render, and animation.",Windows,Free,Blender Portable
3517,Retrieve monitor information not stored in PC registry.,Windows,Free,Monitor Asset Manager
3518,Simulate a typewriter with sound effects.,Windows,Free to try,Keyboard Sounder Pro
3519,"Save your disk space by finding and removing duplicate photos, documents, music, and other files.",Windows,Free to try,Duplicate Sweeper
3520,Manage your files using dual pane tabbed explorer.,Windows,Free to try,Xplorer2 Professional (64-Bit)
3521,Run HyperSpace as an always-on OS that also saves battery. ,Windows,Free to try,HyperSpace Dual
3522,Convert various file formats to a different one.,Windows,Free,Tukanas PDF/DOC/HTML/PPT/GIF/JPG Files Converter
3523,"Combine file manager, powerful multimedia player with playlists, graphics viewer, and text in one shell.",Windows,Free to try,AccelMan
3524,"Recover deleted contacts, SMS, photos, and files from Android devices.",Windows,Free to try,MobiKin Doctor for Android
3525,Keep the desired application window above all other windows.,Windows,Free,Window On Top Portable
3526,Create customized layouts and print multiple pages on both sides of a single sheet of paper.,Windows,Free to try,BookPrintXP
3527,A completely free VPN service for unlocking censore sites and privacy protection.,Android,Free,FREE VPN - Unseen Online
3528,Change the Firefox priority settings in one click.,Windows,Free,Firefox Booster
3529,Know the exact size and position of an element.,Windows,Free,Pixel Ruler
3530,Get back deleted data and unformat hard drive partitions.,Windows,Free to try,Unformat
3531,Convert your Microsoft PowerPoint files to SWF videos. ,Windows,Free,Ppt To Swf Converter 3000
3532,Independent app store.,Mac,Free,Bodega
3533,"Enable breakthrough productivity with adaptive server virtualization, automated workload, and consistent resource optimization. ",Windows,Free to try,VMware vSphere
3534,Make windows transparent with the use of Hot Keys.,Windows,Free,Peek Through
3535,"Glues file parts (.001, .002, .003 etc.) together.",Mac,Free,Data Glue
3536,Run your applications 24/7 as a Windows Service to ensure 100% uptime.,Windows,Free to try,AlwaysUp
3537,Generate a multitude of wave forms at any frequency your sound card can produce.,Windows,Free,Tone Generator
3538,"Auto-correct everywhere; open apps, URLs, and folders with just a word or phrase.",Windows,Free to try,ActiveWords
3539,Back up all your Android device data to a secure cloud/online location.,Android,Free,G Cloud Backup
3540,Do hard disk benchmark on various hardware and Microsoft OS systems.,Windows,Free,Rd II Disk Benchmark
3541,Change your disk drive's volume ID or serial number.,Windows,Free to try,VolID(Disk Drives Serial Modifier)
3542,View and manage processes running on your system.,Windows,Free,Daphne
3543,Simplify programming and testing with a direct access to the flow of processes.,Windows,Free to try,Warecase eXtended Task Manager
3544,Protect your data by making bootable backups of your Windows system.,Windows,Free to try,Shadow Copy Cloner
3545,Search files/folders in various formats on local drives and removable drives.,Windows,Free,Wise JetSearch Portable
3546,Make catalogs of files of your CDs and DVDs and save them in a list file.,Windows,Free,Make List Files
3547,Extract MKV format files in group or single.,Windows,Free,MKVcleaver (64-bit)
3548,Compression & archiving utility.,Mac,Free,GUI Tar
3549,firmware update for LaCie FireWire and USB drives,Mac,Free,LaCie Update Tool
3550,"Move mouse automatically, pause and click at specified locations on your screen.",Windows,Free to try,Automatic Mouse Move and Click Software
3551,Helium is the missing app sync and backup solution for Android.,Android,Free,Helium - App Sync and Backup
3552,"Clean, repair and optimize your Mac.",Mac,Free to try,Cocktail
3553,APK Installer - the best app manager for Android.,Android,Free,APK Installer
3554,Back up and restore SMS messages on Android device.,Android,Free,VeryAndroid SMS Backup
3555,View all the information about AMD devices installed on PC.,Windows,Free,AMD System Monitor 
3556,Locks your keyboard so that you can clean it without making input.,Mac,Free,KeyboardCleanTool
3557,Customize your login screen.,Mac,Free,Loginox
3558,Ensure your computer's security by monitoring all activity on your computer.,Windows,Free to try,PC Black Box
3559,Open files of over 500 different file formats.,Windows,Free,Ultra File Opener 
3560,Let your mobile devices access your PCs directly and securely.,Windows,Free to try,Polkast
3561,"Copy only new or modified files, copy files by specific name or type, use more file copy options.",Windows,Free to try,Copywhiz (32-bit)
3562,Draw many different kinds of diagrams and flowcharts.,Windows,Free,Dia Portable
3563,Customize your PC in your own convenience.,Windows,Free to try,FastWin
3564,Need to transfer file between phones or between phone and pc?,iOS,Free,Xender - File Transfer & Sharing
3565,Change the display language in Windows editions the way you want.,Windows,Free,Vistalizator
3566,Automate Web or desktop applications.,Windows,Free,UiPath Studio Community
3567,Remove the ad at the top of your buddy list in the AIM messenger.,Windows,Free,KeithWare's AIM Ad Remover
3568,"Create code in C++, Java, IDL, and PHP.",Windows,Free,BOUML
3569,View portable document format files.,Windows,Free,Xpdf
3570,Test parts of your memory that cannot be seen by O/S dependent utilities.,Windows,Free,Memscope
3571,Recover lost or deleted files.,Windows,Free to try,Coolmuster Data Recovery
3572,Split files into fragments or join them to restore the original file.,Windows,Free,Scissors
3573,Mac Product Key Finder Pro is professional tool for recovering your product keys from 180 apps.,Mac,Free to try,Mac Product Key Finder Pro
3574,Protect your computer and network data.,Windows,Free to try,Backup MyPC (Europe)
3575,Switch between printing and faxing quickly.,Windows,Free to try,Print Switch
3576,Keep track of all your mouse cursor activities.,Windows,Free,Mousotron
3577,Recover deleted or lost photos from any digital photo devices.,Windows,Free to try,Photo Recover-Center
3578,Hide/lock and encrypt folders on your operating system.,Windows,Free to try,WinHide
3579,"The Fire TV Remote App enhances the Fire TV experience with simple navigation, a keyboard for easy text entry (no more hunting and pecking)...",Android,Free,Amazon Fire TV Remote App
3580,Save your text and image which is copied in the clipboard.,Windows,Free,Free Clipboard Manager 
3581,Determine the intensity level of sounds in decibel from your iPhone.,iOS,$1.99,Decibel Meter for iPhone
3582,Record and play back events in Windows.,Windows,Free to try,Eventcorder Suite
3583,Clean your Windows registry and fix PC errors.,Windows,Free to try,Migo Registry Repair
3584,Clean and repair the Windows Registry.,Windows,Free to try,Registry CleanUp 2005
3585,"Recover deleted photos, videos, and audio files.",Windows,Free to try,Jihosoft Photo Recovery
3586,Add Tweak UI to the Control Panel.,Windows,Free,Tweak UI Control Panel entry
3587,Optimize and protect your system.,Windows,$69.99,Norton SystemWorks
3588,TP-Link Tether provides the easiest way to access and manage your TP-Link Router/ xDSL Router/ Range Extender with your mobile devices.,Android,Free,TP-Link Tether
3589,Get the derivative of the Ubuntu operating system designed for use in classrooms and schools.,Linux,Free,Edubuntu for Linux (32-bit)
3590,"Tap into the largest collection of live police, firefighters, aircraft, railroad, marine, emergency, and ham radios.",iOS,Free,5-0 Radio Police Scanner
3591,Tune and optimize your Windows Vista system.,Windows,Free to try,DTweak Pro
3592,Split and merge files.,Windows,Free,Split It
3593,Automate run/start a program/file/script when a USB device is connected.,Windows,Free,USB Autorun
3594,"Watch all critical system activities, optimize performance.",Windows,Free to try,SysResources Manager
3595,Locate and remove the traces of activities on your computer.,Windows,Free to try,WyvernWorks Drive Clean-Up Gold 2004
3596,Recover data lost under any conditions. ,Windows,Free,Hasleo Data Recovery Free
3597,Get your precious iPod data recovered with this software.,Windows,Free to try,iPod Data Recovery Software
3598,Create and launch tasks for specific dates and times.  ,Windows,Free,JIT Scheduler
3599,Capture screenshots and store them automatically.,Windows,Free,Auto Screenshot Capture
3600,Recover data from external storage devices.,Windows,Free,Free External Hard Drive Data Recovery
3601,Calculate various mathematic formulas on your PC.,Windows,Free to try,CalcPlus
3602,"Monitor your machine's health diagnostics, repair, and recovery solution.",Windows,Free to try,DriveRestore Professional
3603,Determine the transfer rates of your hard disk drive.,Windows,Free,HD Speed
3604,"Filter, print, and organizes files.",Windows,Free,File List Generator
3605,Manage and edit Windows environment variables.,Windows,Free,Rapid Environment Editor
3606,Monitor programs that load at system startup.,Windows,Free to try,ActiveStartup Deluxe
3607,Recover deleted or lost data from USB flash drives.,Windows,Free,Free USB Flash Drive Data Recovery
3608,"Upgrade, restore, and back up your hard drive.",Windows,Free to try,DriveWizard Professional
3609,Add image or text watermarks to your photos and pictures. ,Windows,Free to try,TSR Watermark Image Software Pro Portable
3610,Detect the latest version of any application and install it in one step.,Windows,Free,AppSnap
3611,Rename and number many files at once.,Mac,Free to try,Renamer
3612,Convert BIN CD images to ISO images.,Windows,Free,WinBin2Iso 
3613,Retrieve deleted files from corrupted disks.,Windows,Free to try,1st NTFS Recovery
3614,"Turn off, log off, and restart your computer on specified time.",Windows,Free,Shut X Down
3615,Offer an automated online backup software solution to your SMB customers.,Windows,Free to try,Vembu StoreGrid Service Provider Editon
3616,View thumbnail cache created on folders.,Windows,Free,Thumbnail Database Viewer
3617,Search for file duplicates on PC.,Windows,Free to try,Duplicate File Detector
3618,robust web & app platform,Windows,Free,Windows Server 2008
3619,Archive files and save them in different locations.,Windows,Free,File Archive Manager
3620,Recover lost or accidentally deleted data from various storage devices.,Windows,Free to try,Okoker Data Recovery
3621,Did you ever think of snipping something off your phone/tab screen and sharing it with someone?,Windows,Free,Screenshot Snipping Tool for Windows 10
3622,Automate mouse clicks at specified intervals.,Windows,Free to try,Super Mouse Auto Clicker
3623,Calculate everything you need on your Android device.,Android,Free,Calculator Plus Free
3624,Manage your office printer and control the use of paper.,Windows,Free to try,Printmon
3625,Add improvements to the update installalation process and better performance.,Mac,Free,Apple Bluetooth Firmware Updater
3626,Find line differences between two specified text files.,Windows,Free to try,Compare Two Text Files By Line Software
3627,Add an additional layer of security to the process of signing into your account.,iOS,Free,Google Authenticator
3628,Vista Starter is the most affordable Windows Vista operating system with basic functions.,Windows,Purchase,Microsoft Windows Vista Starter
3629,Calculate complex equations with this scientific calculator for Android.,Android,Free,RealCalc Scientific Calculator
3630,"find & trash duplicated files, empty folders & aliases",Mac,Free,MrClean
3631,Add live effects to your video chats.,Windows,Free to try,SparkoCam Portable
3632,"MP3 Cutter is a powerful music tools for editing MP3, WAV, AAC, and AMR audio files.",Android,Free,MP3 Cutter
3633,Replace the regular Windows Explorer with a dual panel file manager.,Windows,Free to try,AB Commander
3634,"Save and print Android SMS, sync iTunes to Android, back up phone music, contacts, photos, and files.",Windows,Free to try,Droid Transfer
3635,Mount local DD and ISO images in Windows with a drive letter.,Windows,Free,OSFMount (32-bit)
3636,HUAWEI HiLink merges the functions of the Huawei Mobile WiFi and RuMate apps to provide you with a more consistent and simplified management experience.,iOS,Free,HUAWEI HiLink (Mobile WiFi)
3637,Monitor and optimize your memory usage from the menu bar.,Mac,Free,Memory Diag
3638,Set the options to control your computer.,Windows,Free,Active Power Management Lite
3639,Repair errors in the registry and boost your system's performance.,Windows,Free to try,Registry Rescue
3640,Automate offloading with checksum verification for HD digital media.,Mac,$149.00,ShotPut Pro
3641,Manage partitions and redistribute free space on your hard drives.,Windows,Free,Paragon Partition Manager (French)
3642,"Back up, restore, recover, and transfer WhatsApp data.",Windows,Free to try,Jihosoft WhatsMate
3643,"Copy file names to the clipboard, Microsoft Word and Excel, or to text files.",Windows,Free to try,DDFileCatcher
3644,"Open compressed, encoded, or even password protected archives.",Windows,Free,StuffIt Expander 2011 for Windows x64
3645,Organize files for burning backups of large volumes to CD or DVD.,Windows,Free,Capacity
3646,ApricornDevices driver,Windows,Free,EZ GIG II Backup Archive Explorer
3647,Clean up your Active Directory domain by identifying old accounts.,Windows,Free,AD Tidy
3648,Convert and view various files online.,Webware,Free,DocsPal
3649,"Convert distance, temperature, and other U.S. standards to the metric system.",Windows,Free,Free Metric Converter
3650,Connect to database to browse or modify data.,Windows,Free,Database Browser Portable
3651,Get various software products that can run from a USB pen-drive.,Windows,Free,WinInizio PenSuite
3652,Create and switch between multiple isolated environments within a single computer.,Windows,Free to try,Suryl Vizion
3653,Keep your mobile activities safe & private.,iOS,Free,OvpnSpider - OpenVPN profile spider
3654,Scan and fix your Windows Registry.,Windows,Free to try,DaRO Registry Fixer
3655,Work with your multimedia keyboard as with a normal one.,Windows,Free,Function Key
3656,Optimize your overall system performance and individually adjust your Windows PC.,Windows,Free to try,SystemUp Tuning 2009
3657,Please install PC Remote Receiver on your computer before using PC remote.,Android,Free,PC Remote
3658,Index and search data on your PC.,Windows,Free to try,Mo-Search
3659,Recover Windows Product Key or CD Key.,Windows,$45.95,Product Key Recovery
3660,Welcome to Lenovo Nerve Center.,Windows,Free,Lenovo Nerve Center for Windows 10
3661,Work with archives on your Android device.,Android,Free,ZArchiver
3662,Recover files from a floppy disk that generates errors in Windows.,Windows,Free to try,Analyzer for Recover Floppy Pro
3663,Grab your three licenses of Windows 7 Home Premium Upgrade.,Windows,$119.99,Windows 7 Home Premium Upgrade Family Pack
3664,Uninstall the Symantec Endpoint Protection.,Windows,Free,CleanWipe
3665,Spam multiple hotkeys in MMO games.,Windows,Free,Hotkey Spammer
3666,"Bring back your computer's peak performance.
",Windows,Free,PC SpeedUp Now
3667,"Add, remove, replace, or rename multiple files at once.",Windows,Free,Advanced Renamer Portable
3668,Copy contents of a CD or DVD to a folder.,Windows,Free to try,Copy Entire CD or DVD To Hard Drive Software
3669,"Improve PC's system responsiveness and stability, automate process settings and actions.",Windows,Free to try,Process Lasso Portable (64-bit)
3670,"Enable or disable CPU core parking and frequency scaling the right way, in real time without reboots.",Windows,Free,ParkControl
3671,Search and delete duplicate files from your hard drives.,Windows,Free to try,Check Identical Files
3672,keep your favorites URLs & data associated,Windows,$6.50,(i)_Web
3673,Play classic Texas Hold Em style poker on the go.,Windows,Free,PokerTH Portable
3674,Improved terminal emulator.,Mac,Free to try,iTerm2
3675,"Back up, restore, and transfer Android WhatsApp messages on your PC.",Windows,Free to try,Backuptrans Android WhatsApp Transfer
3676,Divide and rejoin files.,Windows,Free,FreeSplit
3677,Provides the latest updates to the Microsoft Visual Studio.,Windows,Free,Microsoft Visual Studio Service Pack
3678,"Bring a context menu editor, autoplay editor, and default programs editor together in an easy to use interface.",Windows,Free,Default Programs Editor
3679,Get a virtual ruler utility for your desktop.,Windows,Free to try,Desktop Ruler
3680,Define the path length of file system.,Windows,Free,Path Scanner
3681,Increase Google Chrome browsing speed.,Windows,Free,Google Chrome Speed Booster
3682,Compare and synchronize files and folders and back up your data.,Windows,Free to try,Easy File Sync
