,Description,Platform,Price,Product
1768,Diagonize and monitor your network.,Windows,Free to try,CyD NET Utils
1769,Scan IP or MAC addresses for network monitoring and connection analysis.,Windows,Free to try,Trogon MAC Scanner
1770,PDF server on a bootable CD,Windows,$99.00,YAFPC-Appliance
1771,Instruct your Alteon switches to apply any configuration changes.,Windows,Free,AlteonApply
1772,"Track, locate and recover your laptop when it gets lost or stolen.",Windows,$59.99,Absolute LoJack Premium
1773,Manage the relays from your PC.,Windows,Free to try,Relay Timer R8X
1774,Monitor and recover services on a secondary system.,Windows,Free,Failsafe
1775,Convey messages over LAN.,Windows,Free to try,Network Messenger
1776,Transfer files between computers on a LAN network.,Windows,Free,X-Files
1777,"Track software usage, control concurrent licenses, and block unwanted programs.",Windows,Free to try,License Patrol
1778,Monitor and track data packets on your network and computer.,Windows,Free to try,IpMasterPro
1779,Get an online database of ancient Roman and Byzantine coins.,Windows,Free,The DOC Database
1780,Discover nearby locations or people.,Windows,Free,Plazer
1781,Perform network discovery for administration from a command line.,Linux,Free,Fing for Linux (32-bit)
1782,Prevent remote attacks by detecting security holes on your network.,Windows,Free,CloseTheDoor Portable
1783,"Count the total bytes received, sent, and bytes sent+received through an Internet connection.",Windows,$0.99,Internet Bandwidth Counter
1784,Change proxy settings and proxy servers.,Windows,Free to try,FastProxySwitch
1785,Audit any software from remote computers.,Windows,Free,Fast Software Audit
1786,Locate and connect to Free Wi-Fi hotspots and Boingo hotspots worldwide.,Android,Free,Boingo Wi-Finder
1787,"Collect vital network data, track the up/down status of interfaces, and search network neighbor for any SNMP-enabled device.",Windows,Free to try,Network Device Analyzer
1788,Connect to your home network remotely.,Mac,Free to try,Slink
1789,Remotely control and view a desktop using only a Web browser.,Windows,Free to try,EduVNC
1790,Take control of your business network.,Windows,Free to try,Connect Pro
1791,Run audits and get tips on how to improve your Web site ranking.,Windows,Free,GnoZtiK
1792,Temporarily disable Group Policy restrictions from an active user.,Windows,Free to try,Smart-X Group Policy Remover
1793,Manage and control your desktop remotely via Web-interface in real-time.,Windows,$39.00,OnlineVNC Server
1794,"Monitor and analyze server performance, get alerted in case of any trouble situations.",Windows,Free to try,RSP
1795,Manage your security groups for any server or desktop PC.,Windows,Free to try,Group Manager
1796,Ensure the highest level of interoperability with complete network connectivity suite.,Windows,Free to try,Xmanager Power Suite
1797,Enables the VPN server built into Mac OS X.,Mac,Free,VPN Enabler
1798,Shows your IP address.,Windows,Free,ShowIP
1799,Modify your help desk to fit your needs and handle business requests efficiently.,Windows,Free to try,HelpTrac
1800,Enables the VPN server built into Mac OS X.,Mac,Free,VPN Enabler
1801,Shows your IP address.,Windows,Free,ShowIP
1802,"Display and monitor temperature in real time, log data.",Windows,Free,Temperature Monitor Gold
1803,Windows 2000 Update,Windows,Free,Microsoft Windows 2000 Patch: RPC Server Service Stops Responding
1804,Access networking configuration on Microsoft Windows computers.,Windows,Free to try,Reliable Network Configuration Viewer
1805,Ping multiple hosts.,Windows,Free,EasyPing
1806,Connect to remote computers to provide support or make presentations.,Windows,Free,Iperius Remote
1807,Handle the collaboration and communication needs.,Windows,Free to try,DeskNow Mail and Collaboration Server
1808,Instruct your Alteon switches to save their configurations to flash.,Windows,Free,AlteonSave
1809,"Share your files, media and other information with others.",Windows,Free,Tonido Portable
1810,Network vulnerability assessment with root cause analysis,Windows,Purchase,Symantec NetRecon
1811,"Find, view, copy, and e-mail your IP address.",Windows,Free,IPaddress
1812,Send messages to thousands of computers via IP numbers.,Windows,Free to try,IP Broadcaster
1813,Stay notified when your Active Directory password expires.,Windows,Free to try,JiJi Password Expiration Notification
1814,Switche the computer's default gateway to a failover gateway when the Internet's down automatically.,Windows,Free,Change Default Gateway
1815,Client- and Server-program,Windows,Free to try,getRAS
1816,Get a web-based remote desktop service that works through proxies and NAT.,Windows,Free,SkyFex Remote Desktop
1817,Manage NTFS permissions on Windows file servers.,Windows,Free to try,NTFS Security Manager
1818,Control and track all your Windows printing.,Windows,Free,Winsert
1819,Get the frame from TCP or UDP port.,Windows,Free,IP Spy
1820,Automate your IP address management.,Windows,Free,IPAM Winconnect LE
1821,Find and change your proxy server.,Webware,Free,Free Proxy Switcher
1822,Ping IP numbers to see which are used.,Windows,Free to try,Ping War
1823,Monitor processes in your system.,Windows,Free to try,Small Operation Center
1824,Connect computers to the Web and access files and folders.,Windows,Free,FeelHome
1825,Learn about Internet advertising.,Windows,Free,Atomic Advertising
1826,Communicate with network print server on TCP port 515 Line Printer Remote/Line Printer Daemon.,Windows,Free to try,Black Ice LPD Print Manager
1827,Get the tools for network analyzing and troubleshooting.,Windows,Free to try,IPJudo
1828,"Answer your computer, network, and user questions.",Windows,Free,Paglo Crawler
1829,Administrate and manage Active Directory on your computer.,Windows,Free,SysAdmin
1830,Modify and manage your network profiles or settings.,Windows,Free to try,Strideway Network Profile Manager
1831,Manage various systems in remote control.,Windows,Free to try,Remote Manager
1832,"Receive and print files from UNIX, Linux, MAC, and Windows via TCPIP.",Windows,Free to try,Black Ice LPD Print Manager Server
1833,Build your Mesh Network with regular Wi-Fi hardware.,Windows,Free to try,Daihinia
1834,Set up a DNS server with just one click.,Mac,$25.00,DNS Enabler
1835,console utility,Windows,Free,Ls
1836,Check your network's WAN Address automatically.,Windows,Free,Email WAN IP
1837,Set up your own DNS server with ease.,Mac,Free to try,iDNS
1838,Menubar app for connection to RDP sessions.,Mac,Free to try,RDP Launcher
1839,cross-platform screen sharing,Mac,Free,Bosco's Screen Share
1840,widget offers 24 x 7 x 365 non-stop monitoring,Mac,Free,Server Monitor
1841,LaneCat Outside Monitoring Software knows your employees better.,Windows,Free to try,LaneCat Outside
1842,Capture and decode packets for complete network monitoring.,Windows,Free to try,NetWalk
1843,Download and watch videos in high quality directly from YouTube repository.,Windows,Free to try,YuBiGet
1844,View and repair photocast complexity of Apple's iPod.,Mac,Free,Photocast Viewer
1845,Manage and protect your passwords from account lockout incidents.,Windows,Free,NetWrix Password Manager
1846,personal web server,Windows,Free,BRS WebWeaver
1847,Manage and monitor printers in your network.,Windows,Free,AMR Printer Monitoring Software
1848,"Connect to free and Boingo hotspots at 325,000+ hotspots worldwide on your iOS device.",iOS,Free,Boingo Wi-Finder
1849,Create and manage profiles for TCP/IP protocol settings.,Windows,Free to try,NetSetting
1850,Get an application that helps you find open SMB shared resources on the Internet.,Windows,Free,Network IP Scanner Shared Resources
1851,Control your computer remotely from anywhere.,Webware,Free,Web Remote
1852,Simulate networking devices and evaluate syslog server performance.,Windows,Free,Star SysLog Sender Free Suite
1853,Send data to all bluetooth mobile phones.,Windows,Free to try,BlueLive
1854,"Add WiFi Hotspot software and billing system to hotels, cafes, and conference halls.",Windows,Free,AmazingPorts Access Controller
1855,rendezvous based file sharing,Mac,Free,iShare
1856,Create a full-featured Open Source virtual private network.,Windows,Free to try,JumpBox for the OpenVPN Networking Platform
1857,Manage your MS Windows NT operating systems with multiple features.,Windows,Free to try,IT Works ManagER
1858,Monitor the DNS settings of your computer.,Windows,Free,EZDNSWatch From CYBERsitter
1859,Discover network and network services from your Windows 8 device.,Windows,Free,Lanscan for Windows 8
1860,Allow you to connect to terminal services.,Windows,$3.49,Remote Terminal for Windows 8
1861,Control the operation of computer network and its components.,Windows,Free to try,Algorius Net Viewer
1862,Monitor and get alerts on failed Windows services across multiple computers.,Windows,Free,Services Monitor
1863,Browse the Web with a proxy enabled network.,Windows,Free to try,Web Proxy Checker Pro
1864,Execute processes and commands on remote Windows systems through an interactive command-line prompt.,Windows,Free,EMCO Remote Console
1865,Monitor and manage your PCs remotely.,Windows,Free,PC Monitor
1866,"Manage hotel, apartment, residence, and public hotspots.",Linux,Free to try,EasyZone Hotspot Billing
1867,Send welcome messages to all Bluetooth devices in range.,Windows,Free to try,Blue Market lite
1868,Share wireless Internet connection from your PC.,Windows,Free,Banana Router
1869,Install and uninstall software into any PC in the local network.,Windows,Free to try,EMCO Remote Installer Professional
1870,Maintain a live online workspace for your office and personal use.,Windows,Free to try,MyData-Live Pro
1871,Monitor files and folders activities on your computer or file server.,Windows,Free to try,SoftyMon
1872,Build a list of TCP/IP systems to verify their availability.,Windows,Free to try,System Alive
1873,Read and analyse your native Windows Firewall log.,Windows,Free,Windows Firewall Log Analyser
1874,Manage your IT assests with multiple features.,Windows,Free to try,SofTrack
1875,Monitor network up and down status on LAN.,Windows,Free to try,HS Host Monitor Client
1876,Get a network administration tool.,Linux,Free,BO2K for Linux
1877,provides information information on IP address,Windows,Free,Query Application
1878,"Plan, audit, and optimize your Wi-Fi network.",Webware,Free to try,WiTuners
1879,Check the continuity and the connection status of your VPN.,Windows,Free,VPN Connection Indicator
1880,VNC viewer for observing multiple computers,Mac,Free,VncThumbnailViewer
1881,Test port connectivity between two PC's.,Windows,Free,My Net Checker
1882,Monitor your network storage space.,Windows,Free to try,SpaceMon
1883,Search any kind of information via public whois servers.,Windows,Free,Persian Gulf Whois
1884,Monitor and set restrictions on your data usage.,Mac,Free to try,UsageTracker
1885,Manage and centralize network tasks.,Windows,Free to try,Linbox Rescue Server
1886,"Ping network devices, check for services running and age of files; get e-mailed in case of an issue.",Windows,Free to try,Auto Pinger
1887,"Monitor the status of an unlimited number of PC's, servers, printers.",Windows,Free,Ping Thing
1888,Disclose services provided by all computers on your network.,Mac,Free,Flame
1889,limit upload or download speed with a simple click,Mac,Free,Entonnoir
1890,Control your PC or laptop from mobile device.,Windows,Free,Mobi PC Server
1891,Perform and automate administrative tasks via scripting or batch job.,Windows,Free to try,RMIAdmin
1892,"Check very large lists for Google PageRank.
",Windows,Free to try,#1 Bulk PageRank Checker
1893,Secure IRC over IRC network failures and connectivity problems.,Windows,Free,Monochrome
1894,shares LocalTalk network or devices on an Ethernet or Token Ring network,Mac,Free,Apple LocalTalk Bridge
1895,clean up Windows shares mounted through Samba,Mac,Free,CleanUp smb mess
1896,Repair and maintain your network in good shape.,Windows,Free,NetChecker 
1897,Encrypt all messages you send.,Windows,Free,SecureChat
1898,Host online forums with multiple features.,Windows,Free,PowerBB
1899,Get a remote desktop management application.,Windows,Free to try,PC Remote Desktop Pro
1900,Set up a self-hosted server for routing remote connections and address book sync.,Windows,Free,Remote Utilities Server
1901,Boost HTTP/S tunneling with auto route proxy to default gateway.,Windows,Free,ProxyTunnel GUI Portable
1902,Build and modify your own Web site in PHP and MySQL.,Windows,Free,EasySite
1903,Cocoa front-end for the Nmap port-scanning tool,Mac,Free,NmapFE
1904,Get notifications on impending password expirations by e-mail.,Windows,Free,Password Expiration Notifier
1905,Develop and run small Web applications.,Windows,Free,Mini application server
1906,Monitor your site constantly and receive message if it is down.,Windows,Free to try,Voyeur Lite
1907,"Test connections for bandwidth speeds and capacity, VoIP and video quality, and identify bottlenecks.",Windows,Free to try,MyConnection Server
1908,"Store ssh, sftp, ftp, telnet connections in one place.",Mac,Free to try,Remote Connections Manager
1909,Check your Internet connection and diagnose network availability on your work environment.,Windows,Free,GoPing
1910,Display the network packets path on your Windows PC.,Windows,Free to try,WinTraceRoute
1911,"Measure bandwidth, latency, packet loss and another variables of your Internet connection.",Windows,Free,Adkintun Client
1912,Operate fax faster.,Mac,Free,HylaFAX
1913,Manage your Windows PC remotely.,Windows,Free,Brynhildr
1914,Convert Oracle dump files into CSV format.,Windows,Free to try,OraDump to CSV
1915,Monitor the communication between two serial devices or to test the serial communication of a single device.,Windows,Free to try,Docklight 
1916,Verify and troubleshoot any network services.,Windows,Free to try,Service Availability Tool
1917,Create interactive network diagrams on your PC.,Windows,Free to try,Network Notepad Professional
1918,View your Internet IP address in taskbar.,Windows,Free,MrIP
1919,Access your remote desktop by Live Messenger.,Windows,Free to try,Live Desktop
1920,Configure and manage SAN networks.,Mac,Purchase,Fibrejet
1921,Test the performance of your application on a slow or long distance connection.,Windows,Free to try,SoftPerfect Connection Emulator
1922,Handle and manage your Web files.,Windows,Free,AjaxExplorer
1923,Run and monitor your network applications.,Windows,Free to try,AppMon
1924,network printer management tool,Mac,Free,MarkVision Professional
1925,Remotely control a computer from their Android phone/tablet.,Android,$9.99,SingleClick Connect
1926,Network monitoring tool.,Mac,Free to try,PacketStream
1927,Monitor and manage your Web site incoming links.,Windows,Free to try,Advanced Link Manager
1928,Browse LAN or Internet MySQL Servers and view their databases.,Windows,Free,vbMysqlBrowse
1929,"Change IP, DNS, and MAC address.",Windows,Free,SK IP and MAC Changer
1930,Get a client and server for encrypted remote logins and file transfers.,Windows,Free,OpenSSH for Linux
1931,"Build virtual, simulated devices without purchasing any hardware.",Windows,Free,Free Verax SNMP Agent Simulator
1932,"Transfer, access, share and synchronize files online. ",Windows,Free,VOSI.biz File Explorer
1933,Includes various network tools ,Windows,Free,Network Stuff
1934,Operate multiple computers with one keyboard/mouse.,Windows,Free to try,KMremoteControl
1935,Legacy tool to manage client preferences with OS X Server.,Mac,Free,Apple Workgroup Manager
1936,Filter and report on Internet use in your organization.,Windows,Free to try,CyBlock Proxy (64-bit)
1937,"Secure, reliable VNC- and RDP-compatible remote desktop client optimized for speed.",Mac,$29.99,Jump Desktop
1938,Edit and debug ASPs.,Windows,$69.76,Team Remote ASP Debugger
1939,Keep track of your network activities.,Windows,Free to try,IP Traffic Snooper PCAP
1940,text mode web browser,Mac,Free,ELinks
1941,Check the status of networked printers via Bonjour.,Mac,Free,Printer Browser
1942,Connect your phone to nearby public Wi-Fi hot spots.,Android,Free,WiFi Free
1943,Publish the applications restricting access of your users to a full desktop.,Windows,Free to try,WTSPortal
1944,Turn your PC into hotspot and share your LAN Internet through WiFi.,Windows,Free,Connect Now
1945,Develop and deploy PHP applications easily.,Mac,Free,BitNami MAMPStack
1946,"Collaborate with co-workers, manage your IT assets, and maintain a help desk.",Windows,Free to try,ENT Server (Desktop Edition)
1947,View your internal and external IP address.,Windows,Free,Springboard IP Explorer
1948,Digital Media Remote software,Windows,Free to try,Keyspan Digital Media Remote
1949,"Save config files from various network equipments like routers, hubs, IP Phones, and other devices supporting TFTP protocol.",Windows,Free to try,WinTFTP Server Pro
1950,Cause a subroutine or procedure to execute in another address space.,Windows,Free to try,Routix RPC
1951,Increase your Web site's popularity and surf anonymously.,Windows,Free,Magic Surfer
1952,Get your IP Address and more info.,Webware,Free,IP Grabber
1953,"Share, publish, and access your data using an online drive.",Windows,Free to try,Omnidrive
1954,Share portable devices remotely from other computer.,Windows,Free to try,USB Redirector Server
1955,Share files with HTTP on local network.,Windows,Free to try,Personal File Share
1956,Manage software assets for your Macintosh.,Mac,Free to try,K2 KeyAuditor And KeyServer
1957,"Get fast access to news, weather, and sport information.",Windows,Free,IC-Desktop Tool
1958,Monitor your Internet usage automatically and avoid passing your 250GB cap.,Windows,Free to try,Comcast Bandwidth Meter
1959,Ping an IP range or single host or IP.,Windows,Free,Pingit
1960,Automate management tasks utilizing custom command sets.,Windows,Free,NetVidi
1961,Run performance tests and test the statistics of SIP hardware or software,Windows,Free,SIP tester
1962,Man page viewer for your browser.,Mac,Free,Bwana
1963,"Monitor, analyze, report, and correlate real-time network syslog events.",Windows,Free to try,Syslog Center
1964,Monitor file usage on a network.,Windows,Free to try,Fileusage
1965,"Get an Internet type decoder with integrated file manager, original games, and media player.",Windows,Free to try,X Decode 2009 Pro
1966,Share single Internet connection at home to connect various internet services.,Windows,Free,Internet Gateway
1967,Perform remote management of your system.,Windows,Free to try,Remote Master
1968,"Easily load MIB files, browse MIBs, view OIDs and values.",Windows,Free,System Pulse MIB Browser
1969,Control your network assets.,Windows,Free to try,PrefixNE
1970,Create a high performance Windows-based authentication server based on Radius protocol.,Windows,Free to try,Evolynx Radius Server (64-Bit)
1971,Wireless survey software for designing and verifying Wi-Fi coverage and speed.,Mac,$9.99,WiFi Survey
1972,"Monitor the status of your servers, Web sites, and Web applications.",Windows,Free,WebSitePulse Current Status
1973,Periodically checks if your VPN connection is alive.,Mac,$0.99,VPN AutoConnect
1974,"Get a tool for hardware and software inventory, alerting, remote desktop and help desk.",Windows,Free,Paragent
1975,Gather WHOIS and DNS information in easy steps.,Windows,Free,WHOIS Tools
1976,Monitor and troubleshoot network  with packet sniffer (network analyzer).,Windows,Free to try,Capsa Enterprise
1977,Get network software and hardware details.,Windows,Free to try,Network Inventory Software
1978,PC-to-Mac connectivity solution,Windows,$189.00,PC MACLAN for 95/98/ME
1979,Search the country origin of an IP address.,Windows,Free,Kushinara IP to Country
1980,Host multiple remote desktop sessions using a Windows XP Professional computer.,Windows,Free to try,ThinServer XP
1981,Compute subnetwork information on your Windows 8 device.,Windows,Free,IP Subnet Calculator for Windows 8
1982,Monitor the efficiency of bandwidth usage by your employees.,Windows,Free to try,Mail Access Monitor for MS Exchange Server
1983,Create a wireless integration between your PC and Android.,Android,Free,Dell Mobile Connect
1984,Monitor your server and receive e-mail notifications when they are down.,Windows,Free to try,AjmScout
1985,"Save and store your connecting duration with Modem, ISDN, and X.25.",Windows,Free,NetTimeSaver
1986,Get a messaging and communication tool.,Windows,Free,tru-Messenger
1987,Share a scanner over the network.,Windows,Free to try,Scanique
1988,Connect two DTEs directly using a RS-232 serial cable.,Windows,Free,Null Modem emulator
1989,Update Linksys WRT54G2 Firmware.,Windows,Free,Linksys WRT54G2 Firmware
1990,Learn how to optimize your HTML to rank higher in search engines database.,Windows,Free to try,QuickSEOReference
1991,Test Windows Media video/audio streams.,Windows,Free to try,Stream Checker
1992,FTP client with GUI,Windows,$10.00,EzFTP
1993,"Save time from searching for the top suites and portable applications available on the Web.


",Windows,Free,Lupo PenSuite Lite Version
1994,"Provide network discovery, mapping and document automation tools for consultants.",Windows,Free to try,NetBrain Workstation Consultant Edition
1995,Display response from network computers or Internet graphically.,Windows,Free,GrPing
1996,Trace host in your network.,Windows,Free,Konst Pinger
1997,search Safari's cache for any text or image name,Mac,Purchase,Retrospective
1998,Monitor and log your enterprise network infrastructure.,Windows,Free to try,Nagios XI
1999,Detect and prevent emerging network intrusions with real-time traffic analysis and packet IP logging.,Linux,Free,Snort for Linux
2000,Check the availability and continuity of your network on PC.,Windows,Free,PingTrace
2001,"Improve your marketing ROI, analyze visitors, and track conversion rates.",Windows,Free to try,Logaholic Web Analytics & Statistics Software
2002,"Monitor CPU, memory, battery, hard drives, network connections, and check databases.
",Windows,Free,Anfibia Reactor
2003,"Get a tree orientated, optimized, graphical representation of a SNMP Walk output.",Windows,Free to try,SNMP-Probe
2004,Check the UDP connection for correct routing.,Windows,Free,UDP Tester
2005,communicate with others on your LAN,Windows,Free to try,LanTalk XP
2006,Log on automatically to remote Timbuktu sessions.,Mac,Free to try,Link2TB2
2007,Fine-tune and optimize a document's meta tags on your Mac.,Mac,Free to try,Meta Tag Manager
2008,Switch between pre-configured network settings with a single click on your laptop.,Windows,Free to try,Virtual Switcher
2009,Monitor and manage Web applications and pages.,Windows,Free,LiKee
2010,Access and control a Mac from your cell phone.,Mac,Free,Soonr
2011,Emulate a variety of terminals with secure login and Secure Shell data-transfer capabilities.,Windows,Free to try,SecureCRT U3
2012,Access and manage USB and COM port devices remotely over LAN/Internet.,Windows,Free to try,FlexiHub
2013,Share your screen display to other PCs.,Mac,Free to try,Remote Display Server (Mac)
2014,"Collect, analyze, and report on event logs from enterprise-wide systems.",Windows,Free to try,ManageEngine EventLog Analyzer
2015,Access to Macs and VNC-enabled PCs remotely.,Mac,Free to try,Remotix
2016,Monitor remote hardware sensors.,Mac,Free to try,Hardware Monitor Remote
2017,Control your computer via WiFi from your smartphone.,Windows,Free,QRemoteControl
2018,"Monitor and control remote computers using your smartphone, tablet, PC, or Mac.",Windows,Free to try,AdminZilla Network Administrator
2019,Easily test and measure the performance of your home or office network. ,Mac,$1.99,Speedy Net
2020,Copy and backup your files fast and easy.,Windows,Free to try,YottaBackup
2021,Select and keep a fixed domain name.,Windows,Free to try,DNS2P
2022,Audit installed applications in windows networks.,Windows,Free,EMCO Network Software Scanner 
2023,"Optimize, secure, and configure through the application of predefined actions.",Windows,Free to try,Ideal Secure 2008
2024,Manage your system and software.,Mac,Free to try,LANrev
2025,Collect log information from large networks.,Windows,Free to try,Syslog Watcher Pro Edition
2026,Install and uninstall software into any PC in the local network.,Windows,Free,EMCO Remote Installer Starter
2027,Establish SSL connections with the help of SNI (Spoof) Host support. ,Windows,Free,TCP Over SSL Tunnel
2028,Test dynamic updates (RFC2136 & RFC2845) on DNS servers.,Windows,Free,Dynamic Update Tester
2029,Spread your blog around the world.,Windows,Free,Blogspreading
2030,Monitor Internet use in your organization.,Windows,Free to try,Cyfin Proxy  (64-bit)
2031,Monitor network PCs in a cyber cafe.,Windows,Free,PenyuLAN
2032,"Recover all type of (WEP, WPA, WPA2, WPA3) forgotten Wi-Fi passwords.",Windows,Free to try,XenArmor WiFi Password Recovery Pro
2033,"Centralize all your network information, local and remote.",Windows,Free,IPConfig
2034,"Transform any smartphone, tablet, PC, or Mac into a secure, enhanced RDP client.",Windows,Free to try,Ericom AccessNow Server
2035,Administer single or multiple computers of a domain from a remote place.,Windows,Free,Lepide Remote Admin
2036,Get a small and portable Web server.,Windows,Free to try,MiniServX
2037,Manage mailboxes and public folders permissions.,Windows,Free to try,Exchange Permission Manager
2038,Track and manage your network IP addresses.,Windows,Free,IPplan
2039,Network management and inventory software.,Windows,$250.00,Inquartos NetworkManager
2040,Obtain a Win32 based mail server on your computer.,Windows,Free to try,ArGoSoft Mail Server .NET (64-bit)
2041,Silve the problem with e-mails addressed to recipients that aren't in your MS Exchange Server active directory.,Windows,Free to try,CSCatchAll
2042,Interact with other users in your existing social networks.,Windows,Free to try,enKountr for Facebook
2043,Shorten long URLs.,Windows,Free,TinyURL soft
2044,Monitor network and Internet traffic usage and control network bandwidth.,Windows,Free to try,10-Strike Bandwidth Monitor
2045,Deliver TigerTerm host connectivity to Web browsers and thin clients.,Windows,Free to try,TigerTerm HA Client Server
2046,network installs using Apple Network Assistant,Mac,Free,Apple Remote install for 8.5/8.6
2047,"Manage your network account using a web-based self service password reset, account unlocks, and employee AD update tool. ",Windows,Free to try,ManageEngine ADSelfService Plus
2048,View all the event logs of all your servers in a single view.,Windows,Free to try,Advanced Event Viewer
2049,Provide server-side network acceleration.,Windows,Free to try,Server Network Accelerator
2050,"Provide independent terminal service for home, office and system administration.",Windows,Free,ViTerminal XP
2051,Transmit control and perform communication functions on your PC.,Windows,Free,Simple Windows Packet Controller
2052,Monitor and get a notification if your Web site is offline.,Windows,Free,Website Monitor
2053,keeps server volumes & apps up & running,Mac,$29.00,Reconnector
2054,Silently install or uninstall programs on remote PCs.,Windows,Free to try,Remote Installer
2055,Replace your CMD if it is disabled and send necessary commands easily.,Windows,Free,Saint Andrew's Alternate CMD
2056,Find hotspots or free public access points.,Windows,Free to try,abylon WLAN-Live-Scanner
2057,Detect and monitor Bluetooth devices.,Windows,Free to try,BlueSearch
2058,"Validate local files, as well as pages on local web sites. ",Mac,Free,Validator S.A.C.
2059,Provide reliable driver-free printing for Terminal Servers.,Windows,Free to try,Net2Printer RDP Server
2060,Synchronize your favourite bookmarks between different computers.,Windows,Free to try,SyncFavorites
2061,Capture HTTP and HTTPS network packets on PC.,Windows,Free,Komodias Free SSL Sniffer
2062,Extract and collect information from text files and Web pages.,Windows,Free,CoCoMiner
2063,Measure performance of wired or wireless network.,Windows,Free,NetStress
2064,Create and scan barcode on each document.,Windows,Free,Smadar
2065,Analyze settings for there SMTP server and make sure network connectivity.,Windows,Free,SMTP Prober
2066,Upload and download files using FTP client.,Windows,Free,FTP Rush Portable
2067,Get rid of your Windows password to log on the computer.,Windows,Free to try,Biometrics Network Logon
2068,"Private file access, sync, and sharing solution for your home and business.",Mac,Free,Tonido
2069,Monitor new commits on your repositories.,Windows,Free,CommitMonitor
2070,Generate lists of IPv4 subnets by specifying network/subnet prefixes.,Windows,Free,IPv4 Subnet Calculator
2071,Check if a certain UDP or TCP port is open or not.,Windows,Free,PortChecker
2072,Review syslog messages.,Windows,Free,SysRose Syslog Desktop
2073,Create Internet bookmarks with screenshots of Web sites.,Windows,Free to try,SV Bookmark
2074,Secure e-mail access for your organization.,Windows,Free to try,AS Communication Gateway Virtual Appliance
2075,Get a visual programming tool for creating or modifying Web sites with all available libraries.,Windows,Free to try,VisualKii Full
2076,Connect to multiple IEEE 802.11 networks with one WiFi card. ,Windows,Free,Microsoft Research Virtual WiFi
2077,Make your current IP address available from password protected Web page.,Windows,Free,DynWebLink Client
2078,Monitor and analyze software applications on Apache servers.,Windows,Free to try,HSLAB HTTP Monitor
2079,Control and monitor the internet usage traffic in companies.,Windows,Free to try,SurfCop
2080,"Save time from searching for the top suites and portable applications available on the Web.
",Windows,Free,Lupo PenSuite Zero Version
2081,"Store, protect, and input your software keys.",Windows,Free to try,MyLazyKey
2082,"Gives you an instant, at-a-glance view of the computers in your network that have Apple Remote Desktop installed.",Mac,Free,Apple Remote Desktop Dashboard Widget
2083,"Collect, correlate, and analyze thousands of networks across the world.",Windows,Free to try,ManageEngine NetFlow Analyzer (64-Bit)
2084,Mask files and manage your backup storage.,Windows,Free to try,Delold
2085,Connect to SMTP server without using an inconvenient command line client.,Windows,Free,SMTPTool
2086,Convert decimal to binary at the push of a button.,Windows,Free,Decimal To Binary Converter
2087,Connect to UDP and TCP ports on back-end remote machines lacking inbound access.,Windows,Free to try,NetworkActiv PortImport
2088,Monitor simultaneously the working states of thousands of DNS servers.,Windows,Free to try,Dns Monitor
2089,Permit the users on the local net to send each other e-mail over the internet.,Windows,Free,Jana Server (64-Bit)
2090,Generate Web pages from PAD files.,Windows,Free to try,Google Adsense PAD XML Web Page Creator
2091,Collect proxies from over 200 Web sites.,Windows,Free,GatherProxy Scraper
2092,"Learn, research, develop, and test ZigBee or XBee module.",Windows,Free to try,ZigBee Operator
2093,"View, log, and analyze serial port activities.",Windows,Free to try,Serial Monitor Lite
2094,Redirect traffic from one TCP Port to another.,Windows,Free,TCP Port Forwarding
2095,Scan IP address within network.,Windows,Free,BuduIP
2096,"Terminal emulation: TVI, Wyse...",Mac,Free,PowerTerm InterConnect
2097,"Measure the impact of MAPI, OWA, ActiveSync, IMAP, POP, and SMTP clients on Exchange servers.",Windows,Free,Exchange Load Generator 2010 (32 bit)
2098,Keep your network running up to its fullest potential using a network monitoring software.,Windows,Free to try,AgataSoft PingMaster Pro
2099,Find shared resources on your local network.,Windows,Free to try,Lite Shared Navigator
2100,View the remote computer screen and control its mouse and keyboard.,Windows,Free to try,Remote Utilities - Viewer
2101,Provide on-demand remote call support for SMBs and Enterprise users.,Windows,Free to try,RemoteCall Pro
2102,Get a Windows Internet ping application with a visual output.,Windows,Free to try,Network Ping
2103,Extract all wireless passwords for networks you have connected to on your computer. ,Windows,Free,WiFi Password Recovery
2104,"Manage, control, monitor, track, count, audit, quota, restrict, log, report user printing.",Windows,Free to try,Print Job Manager
2105,"Remote access PC & Mac, Fix PCs automatically, transfer files and reboot.",Windows,Free to try,Instant Housecall
2106,Provide firmware for XSKey.,Mac,Free to try,Apple XSKey
2107,logs IP syslog messages (UDP port 514) to a text file,Mac,Purchase,Mac NetLogger
2108,Scan wireless network and display the list of all connected devices.,Android,Free,ezNetScan
2109,Monitor your internet connection.,Windows,Free,Bandwidth Monitor
2110,Transmit your desktop screen to other localy connected PCs.,Windows,Free to try,Desktop Projector
2111,"Perform asset management, security monitoring, bandwidth analysis, and reporting for your network.",Windows,Free to try,CommandCenter-NOC
2112,"Perform asset management, security monitoring, bandwidth analysis, and reporting for your network.",Windows,Free to try,CommandCenter-NOC
2113,"Program that brings the contents of your Mac right to the screen of your iPhone, iPod, or iPad.",Mac,Free,Remote Viewer Server
2114,Display your local IP address.,Windows,Free,My IP
2115,"Monitor network devices, track changes in configurations, and perform backups.",Windows,Free to try,WinAgents HyperConf
2116,"Perform network administration tasks including ping, traceroute+, whois, DNS and Blacklist Lookup.",Windows,Free,NetToolset
