,Description,Platform,Price,Product
2555,Allow instant Web development with support for multiple programming languages.,Windows,Free to try,NeoScripter
2556,Edit your HTML Web pages or other ASCII files.,Windows,Free to try,Raw HTML Editor
2557,Try this regular Windows Spin box implemented in JavaScript/DHTML.,Windows,Free to try,JavaScript Spin Control
2558,"Extracts URLs and emails in general from files, on the net or using search engines.",Mac,Free to try,URL Extractor
2559,Connect to any FTP server from your application.,Windows,Free to try,FTP Client Engine for PowerBASIC
2560,Provide graphical front-end for the distributed version control system Git.,Mac,Free to try,SmartGit
2561,Detect the command line switches for unattended installation of applications.,Windows,Free,Silent Install Builder
2562,"Create, export and publish your Website.",Windows,Free,Seahorse
2563,Edit and modify your codes on PC.,Windows,Free,Bluefish
2564,Implement photorealistic water surfaces to your applications with DirectX9 graphics.,Windows,Free to try,Aquatica engine
2565,Get a library that models a collection of audio sources moving in a 3D space.,Windows,Free,OpenAL
2566,"Understand Exchange Server 2003 features, administration procedures, and tasks.",Windows,Free,Microsoft Exchange Server 2003 Service Pack 2 (SP2) Help
2567,"Edit cells by normal text input, drop-down selection list, or check boxes.",Windows,Free to try,SimpleGrid
2568,Create targeted backlinks to your Web sites.,Windows,Free to try,G-Lock Blog Finder
2569,Extract and save instruments from SoundFont files.,Windows,Free,SF2 Splitter
2570,"Browse remote servers, download and upload files.",Windows,Free to try,MGFTP Client ActiveX
2571,"Add FTP, SFTP, SSH, and Telnet capabilities to your C#, VB.NET, and ASP.NET applications.",Windows,Free to try,Ultimate FTP Expert Suite
2572,"Make professional pages, sites, and reports from XML data.",Windows,Free,dotXSL
2573,Show various techniques on how to bind data to ListBox and ComboBox control.,Windows,Free,Visual Basic .NET Code Sample: ListBox and ComboBox
2574,Use your Web browser to manage and format your text.,Windows,Free,OpenWYSIWYG
2575,Create visual diagram from C++ source code.,Windows,Free to try,Code Visualizer
2576,Debug network sockets by enabling them to open a listing socket.,Windows,Free,Socket Master
2577,"The color tool for website designers, programmers and everyone else",Windows,Purchase,RGBPro
2578,"Convert Word, Excel, PowerPoint, RTF, and TXT files into HTM format.",Windows,Free,Office Convert Word Excel to Htm Html Converter Free
2579,Get a code sample for an article published on MSDN.,Windows,Free,XP Theme Support Add In
2580,Develop mobile phone games with a pre-defined set of art tools.,Windows,Free to try,Omega Basic
2581,Create your HTML books.,Windows,Free,HTML Book Maker
2582,Prevent attacker from controlling your Windows-based system.,Windows,Free,.NET Framework 1.0 Service Pack 3 SYSTEM.WEB.DLL and MSCOREE.DLL Security Update for  Windows 2000/XP/2003 Server/Vista
2583,Convert an XML document into a MS SQL Server 2000 stored procedure as FOR XML EXPLICT.,Windows,Free,Foam
2584,Create up-to-date Windows Office compatible applications.,Windows,Free to try,Visual Extend
2585,Displays dependencies between assemblies and marks the missing ones.,Windows,Free to try,CheckAsm
2586,Localize Windows applications for all national languages.,Windows,Free to try,Visual Localize
2587,Offer a set of example projects.,Windows,Free,Visual C++ .NET 2003 Code Samples
2588,"Read large Excel files, transfer data into database, or create an HTML file.",Windows,Free to try,PHP Excel Parser Pro
2589,Convert Visual Basic .NET projects to C# projects.,Windows,Free to try,C-Sharpener for VB
2590,Drag & drop XHTML & CSS web design.,Mac,Free to try,Flux
2591,"Update links, add new buttons, and alter large tables at your Web site.",Windows,Free to try,HTML Injector
2592,Itemize SAPI 4 text-to-speech and speech recognition engines.,Windows,Free,Microsoft Agent 2.0 Add-in: SAPI 4 Control Panel Applet
2593,Automate the conversion of Word documents into HTML files.,Windows,Free,WordHTML CV
2594,converts PDFs to HTML,Mac,Free,PDFtoHTML
2595,Learn Visual Basic Express programming concepts by creating games.,Windows,Free to try,Kid Games with Visual Basic Express
2596,"Create charts, tables, forms, and matrixes without the knowledge of Report Definition Language.",Windows,Free to try,FYIReporting Designer
2597,Find the conflict points on Clarion for Windows application.,Windows,Free to try,TraceIt
2598,A codesigning utility.,Mac,Free,InstaSign
2599,Create and test regular expressions.,Windows,Free,Regular Expression Checker
2600,Capture all HTTP traffic sent from your browser.,Windows,Free to try,ServiceCapture
2601,Uses Exchange Web Services as the primary protocol.,Mac,Free,Microsoft Entourage 2008 Web Services Edition
2602,Add GPS features to your applications.,Windows,Free to try,GPS ToolKit.NET
2603,Connect to any FTP server from within your FoxPro application.,Windows,Free to try,FTP Client Engine for Visual FoxPro
2604,Allows developing agent oriented applications based on JADE for the Android platform.,Android,Free,JADE Android
2605,"Enable teams to reduce risk, streamline interactions, and eliminate waste throughout the software delivery process.",Windows,Free to try,Microsoft Visual Studio Team Foundation Server 2010
2606,"Optimize AVR C compiler, assembler, linker, serial loaders, and terminals.",Windows,Free to try,Micro C AVR Development System
2607,Produce iTunes-compliant RSS feeds from your Podcast's information.,Windows,Free to try,The Podcast RSS Buddy
2608,"Edit, sort, compare, merge, encrypt and decrypt huge files.",Windows,Free,PilotEdit Lite
2609,"Navigate, edit, search, and save changes to your recordsets in your database applications.",Windows,Free to try,Scirocco ADO Data Control
2610,"Print multipage intermixed JTextPane, JTable, JTree, JPanel, and/or component-based documents.",Windows,Free to try,J2PrinterWorks
2611,Deploy and manage applications across a global network of Microsoft-managed data centers.,Windows,Free to try,Microsoft Azure
2612,Analyze your Web sites  rank and view your competitors  bids and information.,Windows,Free,Dynamic Keyword
2613,Execute several SQL servers at the same time and view results of their work.,Windows,Free to try,SQLGate for Oracle Professional
2614,"Enhance iWeb pages, add new interactive widgets and upload your site to the web",Mac,Free to try,iWeb Valet
2615,Use this CMS source to create professional websites.,Windows,Free,ChakraWeb
2616,Edit Website content and build Website using HTML and CSS styles.,Windows,Free,BlueGriffon
2617,Modify and manage resources of Windows EXE and DLL files from batch files.,Windows,Free to try,Resource Tuner Console
2618,Display random banners or text on your site.,Windows,Free,AdSwap
2619,Split one or more XML files into smaller ones.,Windows,Free to try,Split XML Into Multiple Files Software
2620,Convert MySQL databases into MS Excel spreadsheets and vice versa.,Windows,Free to try,Excel MySQL Converter
2621,Generate and modify Web sites automatically and create style for programs.,Windows,Free,Maple4 Site Creator
2622,Learn how to make a website with these free tutorials.,Webware,Free,W3Schools
2623,Convert Microsoft Foundation Class and ActiveX Template Library resources to .NET resources.,Windows,Free to try,RC Converter
2624,View ACCDB or MDB database files without an Access license.,Mac,Free to try,ACCDB Explorer
2625,Debug and edit your PHP code.,Windows,Free to try,PHP Debugger
2626,"Automate system models with simulation, requirements management, software design, and code generation.",Windows,$495.00,WinA&D
2627,Write WMI scripts for system administration.,Windows,Free,Scriptomatic 2.0
2628,"Convert data from ODBC, MS SQL Server, Oracle, MySQL databases to XML format.",Windows,Free to try,XML Converter Professional Edition
2629,Easily add or modify the attributes and values of XML tags.,Windows,Free to try,AttEdit XML Attribute Editor
2630,Give your computer a Windows Vista look.,Windows,Free,Vortex Prestige
2631,Add copy protection to your software and distribute it on the Web.,Windows,Free,Keymaster
2632,"Search terabytes of text across a desktop, network, and Internet or Intranet site.",Windows,Free to try,dtSearch
2633,Submit websites in search engines.,Windows,Free,CHAOS Submitter
2634,Create reports with different layouts and publish to various formats.,Windows,Free,iReport Designer Portable
2635,Create beautiful and responsive jQuery WordPress image video slider.,Windows,Free,Amazing Slider
2636,"Use this applet to apply a burn effect to any text, in real time.",Windows,Free to try,DS FireText
2637,Get the most of the Network News Transfer Protocol with this ActiveX control.,Windows,Free to try,NNTP Wizard ActiveX
2638,"Create, open, and modify ASM files from your PC.",Windows,Free,GUI Turbo Assembler
2639,Add a document conversion utility to your applications.,Windows,Free to try,WordConverterX
2640,"Convert your XML files into HTML, XLS, DBF, and CSV formats.",Windows,Free to try,Advanced XML Converter
2641,Get a Web scripting language for your desktop.,Windows,Free,PHP With IIS
2642,Play videos on your own website easily with preset customizable player skins.,Windows,Free to try,Socusoft Web Video Player
2643,"Load, view, and search all text of a directory tree.",Windows,Free,Depeche View
2644,Convert messages displayed using any technique to either plain text or rich text format.,Windows,Free to try,Capcha
2645,"Create HTML Help (CHM), Web HTML and Microsoft Word documentation for developers.",Windows,Free to try,West Wind HTML Help Builder
2646,Use integrated environment for writing LaTeX documents.,Linux,Free,Texmaker for Ubuntu (64-bit)
2647,Add a spellchecker component to your Microsoft ASP.,Windows,Free to try,ASP Spell Check
2648,Use this applet to display a wobble effect over any image.,Windows,Free to try,DS Wobble
2649,Run Microsoft SQL Server Compact edition files on your Windows PC.,Windows,Free,SdfBrowser
2650,Get an open source relational database system.,Windows,Free,PostgreSQL
2651,Open up your site to Facebook identities and connections with these free APIs.,Webware,Free,Facebook Connect
2652,Create stunning Flash banners with your images in a few clicks.,Mac,Free to try,BannerZest Pro
2653,Manage your Sony Color Video cameras.,Windows,Free to try,Video Camera Controller
2654,Edit XML files and choose tags from drop-down lists instead of typing them.,Windows,Free,XDoc
2655,Teach your kids how to build and design a Visual C# Express Windows project.,Windows,Free to try,Visual C# Express for Kids
2656,"Create and deploy setup files for applications, games, and screensavers.",Windows,Free,Setup Deployment Wizard
2657,"Analyze and merge your source code, compare wordprocessors texts, binaries, images and folders.",Windows,Free to try,Merge Pro
2658,Develop Microsoft Access Applications on your PC.,Windows,Free,Microsoft Access Utilities Add-In
2659,"Speed performance for imaging, vision, signal, security, and storage applications.",Windows,Free,Intel Integrated Performance Primitives
2660,Application development environment,Windows,Free to try,CodeWarrior for Palm OS
2661,Connect to Access from excel/filemaker.,Mac,Free,Actual ODBC Driver for Access
2662,Protect and pack your EXE files.,Windows,Free to try,Software Compress
2663,"Create, generate, and calculate code for PIC microcontrollers.",Windows,Free to try,Diviner
2664,"Generate source code from C++, C, Java, Objective-C, Python, and Fortran projects.",Windows,Free,Doxygen (64-Bit)
2665,Develop Java codes easily.,Windows,Free,EasyEclipse Expert Java
2666,Execute command line XSL transformations using MS XSL processor.,Windows,Free,Command Line Transformation Utility (msxsl.exe)
2667,Convert Visual Basic forms and UserControls into Java Source Code.,Windows,Free,SetVB2Java Visual Basic to Java Migration
2668,Create menu systems for your ASP.NET applications.,Windows,Free to try,Telerik RadMenu
2669,Create menus and Web sites in minutes.,Windows,Free to try,Template and Menu Hot Sauce
2670,Count lines of source code in programming languages.,Windows,Free,LineTally
2671,Compile your JAR files into a single executable file.,Windows,Free,Xenoage Java Exe Starter
2672,Diagnose Oracle performance-related problems and troubleshoot them.,Windows,Free,Oracle Performance Tuning Script
2673,Troubleshoot Windows server with IIS/SMTP service.,Windows,Free,Microsoft Exchange Server SMTPDiag Tool
2674,View SEF files in a more readable format similar to that of most implementation guidelines.,Windows,Free,EDIdEv SEF Reader
2675,"Mimic VB Sendkeys and control capslock, numlock, and scrollock keys.",Windows,Free to try,Sendkeys Replacement for Visual Basic
2676,Compare and synchronize SQL server database schemas.,Windows,Free,xSQL Schema Compare for SQL Server
2677,Create configurable index files for any file types in HTML.,Windows,Free to try,Easy Index Generator
2678,View and read WFM files on PC.,Windows,Free,WFM Reader
2679,Get access to your archived RRDtool data easily.,Windows,Free,RRD Editor
2680,Build and deploy XML data exchanges with visual XML editor tools and SQL extraction.,Windows,Free,CAM Template Editor
2681,Implement bi-directional GUI controls into your applications.,Windows,Free to try,Arcadia PowerTouch EP
2682,Set the rules to prevent harmful requests from web.,Windows,Free,UrlScan for IIS (64-bit)
2683,Get the information needed to develop applications for Microsoft Windows XP Tablet PC Edition.,Windows,Free,Tablet PC Platform Software Development Kit (SDK) v1.5
2684,Send your friendID to 50 friend trains to increase your friend request rate.,Windows,Free,ChooChooCheater LITE
2685,"View, edit, search, and analyze HL7 files.",Windows,Free to try,HL7Spy
2686,Enhance the development of EDI applications.,Windows,Free to try,Framework EDI Professional
2687,Assist in troubleshooting issues in various Win32 user-mode process.,Windows,Free,Debug Diagnostic Tool
2688,Check and remove files that are out of use.,Windows,Free,CF Project Cleaner
2689,"Empower your application to view, annotate, convert, and print PDF, DWF, TIFF, CGM, and PLT files.",Windows,Free to try,scViewerX ActiveX Control (64-bit)
2690,HTTP client or server test application designed to pinpoint critical performance issues in your web site or web server.,Windows,Free to try,Webserver Stress Tool
2691,"Let your application scan, display, and print TIFF, JPEG, PDF, Unicode files.",Windows,Free to try,Image ActiveX SDK
2692,Try this program for easy management of your Web content.,Windows,Free to try,eContent Editor
2693,Execute Z++ based programs locally.,Windows,Free,Z47 Virtual Processor (Windows)
2694,Check your Windows applications for memory leak.,Windows,Free to try,RuntimeChecker
2695,Create and develop your own applications using Web server technologies.,Linux,Free,XAMPP for Linux
2696,Get header files for programming MS Agent 2.0 applications in C/C++ language tools.,Windows,Free,Agent 2.0 Template: C/C++ Header Files
2697,Upload multiple files to a Web server and watch the process progressing in percentage.,Windows,Free to try,JUpload Applet
2698,Create models and generate code in ADO.NET Framework environment.,Windows,Free,Entity Developer Express
2699,Monitor changes between one source code version and another from any location.,Windows,Free,Mercurial (32-bit)
2700,Fix COM port lock-up issues caused by FTDI chips.,Windows,Free to try,COM Cleaner
2701,Application development tool,Windows,"$2,849.00",IBM VisualAge Cobol
2702,Display a pageflip effect between any two images.,Windows,Free to try,DS PageFlip
2703,Get a sound control tool.,Windows,Free to try,MyMixer
2704,Create ASP.NET application (C# and VB.NET) from SQL Server without hand-coding.,Windows,Free to try,LightningCode
2705,Control digital video recorders remotely.,Mac,Free,Harmony Remote
2706,"Access portfolio websites, pick a design and create your own site.",Windows,Free,Adobe Portfolio
2707,Power up your media Web site.,Windows,Free to try,Vivvo CMS
2708,Host desktop database for TSQL applications.,Windows,Free to try,VistaDB
2709,Speed ups typing and code analyzing.,Windows,Free to try,HippoEDIT
2710,Edit text in over 20 source code languages.,Windows,Free to try,EditRocket
2711,Develop your VBScript or JScript before you copy the code to your Web page.,Windows,Free to try,Script Editor
2712,Develop 32-bit Windows programs using the MASM32 Assembler.,Windows,Free,MASM Builder
2713,Analyze reports and make software testing process more effective.,Windows,Free to try,TestManager
2714,Develop and administer your database on different platforms.,Windows,Free to try,DB Solo
2715,Get DirectShow player plugin for playing back QuickTime files.,Windows,Free,MediaLooks QuickTime Plugin
2716,Develop and test your Windows Mobile applications.,Windows,Free,Windows Mobile Developer Power Toys
2717,"Reduce the complexity of WordPress deployment in developing tools.
",Windows,Free,BitNami WordPress Stack
2718,"Download, read, and write code for MetaStock security price quotes.",Windows,Free to try,MetaLib
2719,Gain total control over versions of files on your computer.,Windows,Free,CVS Shell Extension
2720,"Design, develop, and maintain interactive Web sites and apps.",Mac,"$1,799.00",Adobe Creative Suite Web Premium trial
2721,Enable rich Internet applications created with the Adobe development platform.,Windows,Free,Adobe AIR 3 Beta
2722,Play MP3 files for your HTML or Flash projects.,Windows,Free,FMP3
2723,Acquire IDE for developing on remote Linux or Unix servers using Windows client.,Windows,Free to try,Magic C++
2724,"Minimize process time and increase quality queries, scripts, and codes using various visual tools.",Windows,Free to try,DreamCoder for Oracle Enterprise Edition
2725,Enable your Java applications to edit HTML documents.,Windows,Free to try,Sferyx JSyndrome HTML Editor
2726,"View, edit, and create records in database tables via a Web browser.",Windows,Free to try,ASPdatabase.net
2727,"Create mockups of desktop, websites, and mobile applications.",Windows,Free to try,DesignerVista
2728,Analyze and debug 80x86 processors architecture.,Windows,Free,Rock Debugger
2729,Transform your TIFF files into PDF format.,Windows,Free to try,TIFF To PDF ActiveX Component
2730,Learn how to use the CallBackfield feature of DateTimePicker control.,Windows,Free,Visual FoxPro 6.0 Sample: Using the DateTimePicker's CallBack Field
2731,Generate code from a data source and create Visual Studio Projects.,Windows,Free,D4Modelizer
2732,"Create and browse MySQL databases, run SQL queries, or build reports.",Linux,Free to try,Navicat for MySQL (Linux)
2733,View and analyze PE files.,Windows,Free,Anywhere PE Viewer
2734,IMPORTANT: This app works with Windows 10 Pro and Home but not with Windows 10 S.,Windows,Free,WinDbg Preview for Windows 10
2735,Generate traffic for your Web sites.,Windows,Free to try,Maximum Traffic
2736,Enhance writing C code with auto popupping words.,Windows,Free,C Code Completer
2737,"Create professional e-book covers, CD covers, DVD covers and software box covers.",Windows,Free to try,eCover Engineer
2738,Load Paradox tables into any Microsoft Jet/ADO datasource.,Windows,Free to try,Paradox Direct Engine (ActiveX)
2739,Submit your shareware applications to multiple Web sites.,Windows,Free to try,Shareware Tracker
2740,Test and debug on Opera Mobile.,Mac,Free,Opera Mobile Emulator
2741,Reduce the risk of reverse engineering for your applications.,Windows,Free to try,Obfusc PHP
2742,Download and install the latest components of the Microsoft Web Platform.,Windows,Free,Web Platform Installer (32-bit)
2743,Analyze and debug executable files.,Windows,Free,PEBrowse Professional (64-bit)
2744,"Create news, galleries, protect pages by php without any skills in php programming.",Windows,Free to try,EasyPhpInsert
2745,Get a data file for MS Agent's Peedy character.,Windows,Free,Agent 2.0 Character: Peedy Character File
2746,Develop and run simple scripts and applications.,Windows,Free,Strawberry Perl (64-bit)
2747,"Convert colors in images in 4 formats: RGB, HSV, CMY, CMYK.",Windows,Free to try,Advanced Color Tool
2748,Join CHM files even without a Table of Contents.,Windows,Free,ABC Amber CHM Merger
2749,Check InterBase and Firebird databases for common corruptions and recover them.,Windows,Free to try,IBFirstAid Diagnostician
2750,"Generate flexible .NET reports with visual report designer.
",Windows,Free to try,FastReport.Net
2751,Secure your intellectual property when optimizing and distributing your PHP source codes.,Windows,Free to try,PHP Processor
2752,Access COM (including ActiveX and OCX) objects from Java.,Windows,Free to try,EZ JCom
2753,Provide local server environment for Mac OS X.,Mac,Free to try,MAMP Pro
2754,Build and edit Web applications.,Windows,Free to try,Blue Ink
2755,Make your WYSIWYG HTML authoring and editing quick and easy.,Windows,Free to try,WysiPad
2756,Create SAMI files for media files for use with the Windows Media Player.,Windows,Free to try,Hi-Caption DS2
2757,Play MP3 files automatically for your Web site.,Windows,Free to try,Wimpy MP3 Player
2758,Plan the itinerary for your Disney World trip with help from this tool.,Windows,Free to try,MousePal Disney World Planning
2759,"Edit, sort, compare, merge, encrypt and decrypt files larger than 400GB.",Windows,Free to try,PilotEdit x64
2760,Learn about developing applications using Visual Basic 2005.,Windows,Free,Introducing Visual Basic 2005 for Developers
2761,Multi-platform deployment solution & installer,Windows,Purchase,InstallAnywhere Enterprise Edition
2762,Access and use Web Services with Visual Basic for Applications easily.,Windows,Free,Microsoft Office 2003 Web Services Toolkit 2.01
2763,Generate Verilog or VHDL code for parallel CRC of arbitrary data and poly width.,Windows,Free,CRC Generator for Verilog or VHDL
2764,"Build SCADA system using VB, VB.Net, and C# programming languages.",Windows,Free to try,COPC32
2765,Convert images into a PDF document.,Windows,Free to try,Image to PDF Dynamic Link Library
2766,Edit your text and HTML files with multiple features.,Windows,Free,Rainbow Editor
2767,Organize and arrange your textual information database.,Windows,Free,CodeBank
2768,Create UML diagrams and export them to multiple image formats.,Windows,Free,Software Ideas Modeler Portable
2769,View and edit Windows installer database.,Windows,Free to try,AppEditor
2770,Setup a regular console application to run as a service.,Windows,Free,Run as Service
2771,Add Joystick functions to your program for Visual Basic.,Windows,Free to try,KMK JoyStick Control OCX
2772,"Create CHM files using keywords detection algorithm, drag-and-drop, and buttons customization.",Windows,Free to try,Abee CHM Maker Pro
2773,Import and export Oracle database's dumps and schemes.,Windows,Free,Easy Dump Oracle
2774,Get a cross platform open source C/C++ extension loading library on your system.,Windows,Free,GLEW (64-Bit)
2775,Add spell checking component to your Web site.,Windows,Free to try,JavaScript Spell Check
2776,Get address validation information for your UPS shipments.,Windows,Free to try,UPS Address Validation Tool
2777,"Write, maintain, and run scripts on Windows desktop and server systems.",Windows,Free to try,OnScript Editor
2778,Create DevInfo 6.0 databases.,Windows,Free,DevInfo 6.0 Database Administration
2779,Improve C++ and C# developer's efficiency.,Windows,Free to try,Visual Sidekick
2780,Recover your database passwords.,Windows,Free to try,Get Access Pass
2781,Provide automation to your large-scale Web development.,Windows,Free to try,Pad+
2782,Customize your cursor and add a vertical navigation menu with textual previews to your Web site.,Windows,Free to try,Drop-Box
2783,Generate HTML code and create Web Pages.,Windows,Free,CSS HTML Notepad
2784,"Open an Apple Passbook Wallet file on a windows PC, by clicking on the.",Windows,$0.99,Pkpass for Windows 10
2785,Develop cross database engines with multiple tools.,Windows,Free,Database Workbench Lite for MySQL
2786,View and customize slide shows.,Windows,Free,Free Horizontal Slide Show
2787,"Build mission-critical applications using high-performance, in-memory security technology across OLTP.",Windows,Free to try,Microsoft SQL Server 2012 SP1
2788,Focus on user experience and create interactive design models.,Windows,Free,Indigo Studio
2789,Search country names from net codes.,Windows,$26.00,CountryCodes
2790,Submit your Web site to several search engines and directories sites.,Windows,Free,Free URL Site Submitter SpX
2791,Track and display file changes in real time.,Windows,Free to try,Tail4Win
2792,"Build, test, and execute Nant script files.",Windows,Free,Editor4NAnt
2793,"Create, browse, and manage Oracle databases from version 8i to 12c.",Windows,Free to try,Navicat for Oracle (64-bit)
2794,Create and organize your database components.,Windows,Free to try,Database Schema Designer
2795,Create and test new programming languages.,Windows,Free to try,Visual BNF
2796,"Create, publish, and manage your Web site.",Windows,Free to try,FeedStream Fluid
2797,Interactive tutorial for learning to program in Ruby.,Mac,Free,Hackety Hack
2798,Implement the capabilities of ActiveX controls in your Internet projects.,Windows,Free to try,IP Wizard Toolpack
2799,Program games with the GLBasic programming language.,Windows,Free to try,GLBasic SDK
2800,Calculate the flat sheet development in AutoCAD.,Windows,Free to try,LITIO - 3D Sheet metal unfolder
2801,"Update, fix issues, and exchange data with MS Windows Server 2003 Domain Controllers.",Windows,Free,Exchange 2000 Server Service Pack 3
2802,Convert photos to cartoons online and post the cartoons on your site.,Windows,Free,Photo to Cartoon Online
2803,The Windows Phone Software Development Kit (SDK) 8.0 provides you with the tools that you need to develop apps and games for Windows Phone 8 and Windows Phone 7.5.,Windows,Free,Windows Phone SDK 8.0
2804,Changes the visual appearance of windows or dialogs in your applications.,Windows,Free to try,SkinMagic Toolkit
2805,Build drop-down menus.,Windows,Free,Hixus Drop Down Menu Builder
2806,Play audio and video files on your PC.,Windows,Free to try,Softgroup .Net Multimedia Control
2807,"Pick any color from the screen and convert RGB values to HTML, Delphi, VB and custom color code.",Windows,Free,DCPicker(Desktop Color Picker)
2808,Create various VS.NET add-ins and manage MSDE or SQL databases.,Windows,Free,SharpTools
2809,"Correct lessons and text in ""Microsoft Visual FoxPro 3 for Windows Step by Step"".",Windows,Free,Visual FoxPro 3 Step by Step Lesson Files
2810,"Titanium Studio is a platform for building native mobile apps with Javascript, HTML and CSS.",Mac,Free,Appcelerator Titanium Studio
2811,Manage Windows using a single standards-based and object-oriented interface.,Windows,Free,Windows Management Instrumentation (WMI) CORE 1.5 (Windows NT 4.0)
2812,"Edit VBS files using drag-and-drop, find-and-replace, syntax coloring, and undo and redo.",Windows,Free to try,VbsEdit (64-Bit)
2813,Play poker automatically.,Windows,Free to try,Spar Bot Pro Edition
2814,"Master Python with powerful code intelligence, editing, testing, debugging, and search capabilities.",Windows,Free,Wing IDE 101
2815,Create HTML5 hybrid apps without programming.,Windows,Free to try,App Builder
2816,Display date and time on your Web site.,Windows,Free to try,ArcClock
2817,Connect your applications to a MySQL database.,Windows,Free,MySQL Connector/ODBC
2818,"Add a barcode library for your Java applications, Web applications, and Applets.",Windows,Free to try,Barcode Reader for Java
2819,Read and edit XML data.,Windows,Free to try,Light XML Analyzer
2820,Add and enhance features of Exchange 2000 and solve server issues.,Windows,Free,Exchange 2000 Server Service Pack 2
2821,Assist in managing day-to-day system tasks.,Windows,Free,Microsoft Management Console 3.0 for Windows Server 2003 (KB907265)
2822,Design Web sites from Photoshop with no coding skills required.,Windows,Free to try,SiteGrinder 3
2823,Manage key in data for direct string values developers.,Windows,Free to try,SIM
2824,"Upload, resize, and edit images without the need to write code.",Windows,Free to try,I-Load
2825,Edit text with both vi and notepad interface.,Windows,Free,WinVi
2826,Add Windows Explorer-like file and folder browser user interface to your apps.,Windows,Free to try,Shell MegaPack ActiveX
2827,Edit XML file with ease.,Windows,Free to try,Xml Editor
2828,Edit and convert XML documents.,Windows,Free to try,oXygen XML Editor (64-bit)
2829,Send SMS messages from a Web or desktop application.,Windows,Free to try,SMS Gateway API toolkit
2830,Display a swarm of life forms to your Web page.,Windows,Free to try,Flozoids
2831,"Get your hard drive sequence number and other details.
",Windows,Free to try,GetDiskSerial DLL
2832,Search and replace text in files.,Windows,Free to try,Text Workbench
2833,Cache .NET application data and improve application performance.,Windows,Free to try,NCache
2834,Apply real-time low latency multi-client audio streaming over TCP/IP networks.,Windows,Free to try,VCX Library
2835,Inspect UI automation elements on your desktop.,Windows,Free,Automation Spy
2836,"Modify your flash animations with snowfall, rain, bubbles, or space flight effects.",Windows,Free,Snow Flash Effect
2837,"Develop, compare, and edit Oracle objects.",Windows,Free to try,OraPowerTools
2838,Format and arrange your SQL statements.,Windows,Free to try,NiceSQL
2839,Build small and middle range Web sites with dynamic content.,Windows,Free,UNAK-CMS
2840,Customize and save color schemes as your desktop themes.,Windows,Free,HEXtreme
2841,Execute multiple files against a database or servers.,Windows,Free to try,Script Runner
2842,Create standalone installers for Windows based applications.,Windows,Free to try,Tarma InstallMate
2843,Optimize time-saving features such as PrimalSense code completion with a simplified user interface.,Windows,Free to try,PrimalScript 2012
2844,"Analyze, track, and improve your SQL Server environment.",Windows,Free to try,SQL Trace Analyzer
2845,Check and correct structure and content errors within XML and SGML encoded texts.,Windows,Free to try,Xassist
2846,Find and replace text in multiple files.,Windows,Free to try,Multiple File Search and Replace
2847,Enable your site visitors to edit photos online.,Windows,Free to try,Net Imaging
2848,Connect to database through standard JDBC application program interfaces.,Windows,Free,Microsoft JDBC Driver 4.0 for SQL Server CTP2
2849,"Add docking windows, menus, and shortcut bars to your Visual C++ applications.",Windows,Free to try,Xtreme Toolkit Standard
2850,Write Visual Basic code based on the structure of your Access database.,Windows,Free to try,Data Wiz
2851,"Create Web button made of glossy, plastic, and metal materials.",Windows,Free to try,Cool Button Designer
2852,"Create bar, line, and pie charts as Flash files.",Windows,Free to try,AmiChart
2853,Compile and execute java files easily.,Windows,Free,Java File Editor by Ashish Srivastava
2854,Recognize Delphi and C++ Builder optical characters.,Windows,Free to try,Optical Character Recognition
2855,Refresh embedded graphic resources in a .NET assembly.,Windows,Free,Resource .NET 4.0
2856,"Capture, store, and display colors on your screen.",Windows,Free,AdesClrPicker
2857,Display the shape of an image using glittering stars.,Windows,Free,Sparky
2858,Offer merge modules for SOAP Toolkit 2.0.,Windows,Free,SOAP Toolkit 2.0 Redistributable Files
2859,PHP5 web content management system.,Mac,Free,webEdition CMS
2860,Extract and translate data form reports produced by Crystal Reports software.,Windows,Free to try,Crystal Translator
2861,Add calendar with background image to your site.,Windows,Free to try,DigiCalendar
2862,"Compare, filter, and merge Log4Net log files.",Windows,Free,Yet Another Log4Net Viewer
2863,Generate and interpret ASII text from images or files.,Windows,Free to try,OCR .Net Components
2864,Create Flash banner rotator without skills.,Windows,Free to try,Flash Banner Rotator
2865,Add components to your Visual Basic for creating professional applications.,Windows,Free to try,OsenXPSuite 2006 Enterprise Edition
2866,"View, edit, and save images in different formats.",Windows,Free to try,GOGO Picture Viewer Pro ActiveX Control
2867,Design your software with CRC Cards.,Windows,Free to try,Excel QuickCRC
2868,Add scrolling text function to your Web page with configurable setting.,Windows,Free to try,Active Scrolling Text & News Scroller
2869,Develop PL or SQL programs and manage Oracle databases.,Windows,Free,dbForge Studio for Oracle Express Edition
2870,Test your numerical keyboard by typing all values.,Windows,Free,Java Virtual Keyboard
2871,Run a full-blown Web site any way you want.,Windows,Free,Ncaster
2872,Modify and view HTML and PHP files.,Windows,Free,WebWriter
2873,Build your personal portals.,Windows,Free,Osiris
2874,"Bring structure to web application engineering with a new language, libraries, and tools.",Windows,Free,Dart Editor (64-bit)
2875,Text and code editor based on Emacs.,Mac,Free,Aquamacs Emacs
2876,Automate and simplify your database development process.,Windows,Free to try,SQLWave
2877,"Deliver a flexible, lightweight, and extensible Java EE 6 platform.",Windows,Free,GlassFish Enterprise Server
